REPDTE,CERT,NAME,STALP,DEPDOM,ASSET,LNLSNET,CHBAL,EQ
20190930,7586,LUZERNE BANK,PA,388732,461170,343336,16646,52978.0
20190930,7590,NATIONAL BANK OF MALVERN,PA,127392,151623,109735,12660,23689.0
20190930,7593,FIRST CITIZENS CMTY BANK,PA,1207072,1474115,1102785,34342,151890.0
20190930,7598,RIVERVIEW BANK,PA,969914,1109649,876745,29841,123781.0
20190930,7599,JIM THORPE NEIGHBORHOOD BANK,PA,175157,201613,91942,28229,20579.0
20190930,7613,PENNIAN BANK,PA,446057,536375,354717,12155,54269.0
20190930,7614,JUNIATA VALLEY BANK,PA,537109,665871,402264,16003,72250.0
20190930,7631,UNB BANK,PA,131403,146829,91413,4820,14300.0
20190930,763,MINSTER BANK,OH,445848,509545,239978,127017,46588.0
20190930,7646,NEFFS NATIONAL BANK,PA,294853,370407,180868,2763,69078.0
20190930,7658,FIRST NB&T CO OF NEWTOWN,PA,816364,954433,376284,77306,90719.0
20190930,7659,NEW TRIPOLI BANK,PA,393620,499101,377393,8600,56841.0
20190930,7666,NORTHUMBERLAND NATIONAL BANK,PA,485345,543599,367169,16460,55297.0
20190930,7675,FIRST NORTHERN BANK&TRUST CO,PA,610696,717434,544303,21866,105348.0
20190930,769,FARMERS BANK&SAVINGS CO,OH,298092,335080,245420,8927,35047.0
20190930,7714,QNB BANK,PA,1048189,1234295,821442,20338,107564.0
20190930,7748,VIST BANK,PA,1391677,1817332,1327149,33018,192505.0
20190930,7759,UNIVEST BANK&TRUST CO,PA,4417268,5332979,4221164,225165,675083.0
20190930,7789,TURBOTVILLE NATIONAL BANK,PA,122011,150587,102572,12350,25486.0
20190930,7799,CITIZENS&NORTHERN BANK,PA,1302218,1626874,1132176,49990,226916.0
20190930,77,BANKSOUTH,AL,144502,182181,130031,12476,36873.0
20190930,7848,COMMUNITY BANK,PA,1127409,1326222,922448,88407,144355.0
20190930,7875,FARMERS NB OF EMLENTON,PA,808048,936100,688511,59499,84279.0
20190930,7886,FIRST UNITED NATIONAL BANK,PA,241971,268168,166152,33093,25898.0
20190930,7888,FIRST NB OF PENNSYLVANIA,PA,24870808,34262582,22914733,625541,4928805.0
20190930,7900,NEXTIER BANK NATIONAL ASSN,PA,1214642,1396113,1095816,100596,149300.0
20190930,7909,MARION CENTER BANK,PA,284165,320066,241768,12451,24663.0
20190930,7910,MARS BANK,PA,344807,403365,261748,15310,37388.0
20190930,7946,BNY MELLON NATIONAL ASSN,PA,22598000,27823000,15999000,5325000,3859000.0
20190930,8011,SVG BANK OF MENDOCINO COUNTY,CA,917453,1109400,522756,26791,186838.0
20190930,8018,GROVE BANK&TRUST,FL,562648,714503,289874,75207,116097.0
20190930,8021,WAUCHULA STATE BANK,FL,597226,691936,435483,76843,89258.0
20190930,8028,MOUNT VERNON BANK,GA,114737,131079,71800,18060,15697.0
20190930,8033,CITIZENS TRUST BANK,GA,351035,415079,274244,11225,46630.0
20190930,8035,BATH STATE BANK,IN,136822,163820,133239,6399,16547.0
20190930,803,WESBANCO BANK INC,WV,8664750,12560346,7727882,237564,2092169.0
20190930,8056,MERCHANTS BANK OF INDIANA,IN,5354641,6145258,5096389,360577,609690.0
20190930,8058,COMMUNITY STB SOUTHWESTERN,IN,74267,84245,58307,20046,8618.0
20190930,8063,NORTH SALEM STATE BANK,IN,327923,365560,299466,9971,32395.0
20190930,8067,COMMUNITY STATE BANK,IN,55763,67903,49970,3735,8611.0
20190930,8074,GARRETT STATE BANK,IN,200302,246602,181886,6517,27559.0
20190930,8083,FAIRFAX STATE SAVINGS BANK,IA,140842,168370,76500,19763,20998.0
20190930,8094,NSB BANK,IA,176606,209781,163906,4752,23576.0
20190930,8101,PRIMEBANK,IA,415856,473230,401165,12807,55801.0
20190930,8108,NEW CENTURY BANK,KS,52249,59729,50061,1157,5608.0
20190930,8110,STATE BANK OF SPRING HILL,KS,40143,45148,12547,4906,4630.0
20190930,8117,PEOPLES B&T CO OF HAZARD,KY,220303,235129,161689,38021,14490.0
20190930,8118,BANK OF JAMESTOWN,KY,144226,205580,135081,5789,23108.0
20190930,8120,MAGNOLIA BANK,KY,266993,320976,253210,4522,31907.0
20190930,8121,SECURITY BANK&TRUST CO,KY,43360,54350,28096,2591,10888.0
20190930,8122,FIRST&PEOPLES BANK&TRUST CO,KY,156939,198476,104230,8612,37325.0
20190930,8126,COMMONWEALTH CMTY BANK INC,KY,118861,143721,33977,7564,22651.0
20190930,8128,HANCOCK BANK&TRUST CO,KY,232232,286995,223924,7937,32730.0
20190930,8129,PEOPLES BANK&TRUST CO,KY,40395,51522,35585,3343,7936.0
20190930,8136,INDEPENDENCE BANK OF KY,KY,1927956,2568383,1351372,49577,213345.0
20190930,8140,COLFAX BANKING CO,LA,99599,112258,61064,3740,12062.0
20190930,8141,SABINE STATE BANK&TRUST CO,LA,838822,956806,743437,82498,99077.0
20190930,8144,BANK OF GUEYDAN,LA,58424,74777,19438,7174,16006.0
20190930,8149,FIRST AMERICAN BANK&TRUST,LA,765985,906742,636664,41610,138363.0
20190930,8152,CAMBRIDGE TRUST CO,MA,2412039,2841855,2163929,68907,239152.0
20190930,8162,STATE SAVINGS BANK,MI,198566,223514,172533,9382,23849.0
20190930,8165,HONOR BANK,MI,219397,249228,190732,17120,22949.0
20190930,8172,LAKE-OSCEOLA STATE BANK,MI,223279,280235,222053,22935,26025.0
20190930,8183,CITIZENS STB OF ONTONAGON,MI,49116,56550,14505,21763,7347.0
20190930,8188,FLAGSHIP BANK MINNESOTA,MN,216530,249249,200644,26512,23955.0
20190930,8190,STATE BANK OF LISMORE,MN,45634,61615,53492,3424,6365.0
20190930,8191,FIRST STATE BANK OF RED WING,MN,68038,75934,21318,19114,7376.0
20190930,8193,LAKE COMMUNITY BANK,MN,103299,119963,89102,11569,15933.0
20190930,8196,FIRST STATE BANK OF ASHBY,MN,31607,36249,22462,5940,4531.0
20190930,8197,STATE BANK OF CEYLON,MN,12155,14175,5247,4840,1842.0
20190930,81,WARREN BANK&TRUST CO,AR,101062,127688,45995,5264,22825.0
20190930,8200,CITIZENS BANK MINNESOTA,MN,355895,421157,291946,40644,44262.0
20190930,8205,AMERICANA COMMUNITY BANK,MN,111952,127679,87140,19327,10179.0
20190930,8207,PRAIRIE SUN BANK,MN,44217,50145,37285,3916,5435.0
20190930,8210,FREEPORT STATE BANK,MN,103377,119352,88100,8508,12146.0
20190930,8214,FARMERS STATE BANK OF HAMEL,MN,118472,133584,50599,30363,14597.0
20190930,8218,FIRST STB OF SWANVILLE,MN,20889,24893,16874,6303,3892.0
20190930,8231,COPIAH BANK,MS,187265,233190,171585,21871,23067.0
20190930,8232,BANK OF HOLLY SPRINGS,MS,196465,244217,172662,30340,34377.0
20190930,8234,RIVERHILLS BANK,MS,275999,338502,185559,38252,36588.0
20190930,8235,PLANTERS BANK&TRUST CO,MS,946003,1090964,607145,49499,118811.0
20190930,823,CITIZENS BANK&TRUST CO,VA,335418,401394,222132,7395,54275.0
20190930,8243,BANK OF ANGUILLA,MS,114822,150663,88693,3476,14896.0
20190930,8250,BANK OF WIGGINS,MS,136130,167902,89680,14160,30686.0
20190930,8251,ADRIAN BANK,MO,124151,142519,93189,12508,17442.0
20190930,8252,OLD MISSOURI BANK,MO,422987,521757,457045,5616,50649.0
20190930,8254,BANK OF CAIRO&MOBERLY,MO,87699,105454,51961,6695,17632.0
20190930,8255,MONTGOMERY BANK,MO,750954,929242,741425,29428,82492.0
20190930,8259,MERCHANTS&FARMERS BK SALISBU,MO,84773,94216,56327,7534,9264.0
20190930,8267,FARMERS BANK OF LINCOLN,MO,109678,126043,89823,19324,14210.0
20190930,8268,FARMERS BANK OF LOHMAN MO,MO,56817,67808,17994,8608,10795.0
20190930,8273,UMB BANK NATIONAL ASSN,MO,19486735,23964733,12947417,860228,2281219.0
20190930,8274,EXCHANGE BANK OF NE MO,MO,127362,153564,109222,6231,17667.0
20190930,8276,ALTON BANK,MO,51341,64816,42997,4028,10195.0
20190930,8282,FIRST MISSOURI STATE BANK,MO,148827,176418,149953,6566,17664.0
20190930,8283,LEAD BANK,MO,321230,356749,296298,37117,29063.0
20190930,8295,O BANNON BANKING CO,MO,182658,214304,174546,4463,19338.0
20190930,8296,CENTURY BANK OF THE OZARKS,MO,155316,175951,150064,9056,17806.0
20190930,829,PEOPLES COMMUNITY BANK,VA,170098,191820,138970,21028,19671.0
20190930,8317,FIRST STATE BANK OF FORSYTH,MT,96292,118827,64807,6840,15516.0
20190930,8321,STOCKMENS BANK,CO,312912,359975,267313,28791,35959.0
20190930,8322,NEBRASKA STATE BANK&TRUST CO,NE,205948,247044,206189,5888,24590.0
20190930,8323,STATE BANK OF COLON,NE,13960,18135,9298,5812,1618.0
20190930,8333,FIRST TRI COUNTY BANK,NE,45629,55109,47462,2091,6177.0
20190930,8350,PLATTSMOUTH STATE BANK,NE,88447,101647,37571,3305,9512.0
20190930,8383,FIRST STATE BANK OF HARVEY,ND,70678,80936,30500,3204,9810.0
20190930,8386,KODABANK,ND,119512,148920,120832,3190,20906.0
20190930,8387,BANKNORTH,ND,309386,411296,361416,10822,50723.0
20190930,8390,LINCOLN STATE BANK,ND,67247,75796,39736,3391,8278.0
20190930,8397,WATERFORD COMMERCIAL&SVG BK,OH,38841,46421,28289,3016,6497.0
20190930,8403,OTTOVILLE BANK CO,OH,56608,78369,45546,3620,17354.0
20190930,8405,FARMERS&MERCHANTS TR CHAMBER,PA,1160116,1302271,926962,159630,124383.0
20190930,8421,SUSQUEHANNA COMMUNITY BANK,PA,420422,473657,245732,27156,47777.0
20190930,8426,1ST SUMMIT BANK,PA,959849,1098294,558132,14206,110879.0
20190930,8432,BANK OF PUTNAM COUNTY,TN,789180,869370,518189,75856,66445.0
20190930,8439,CENTENNIAL BANK,TN,493250,584165,428081,49706,69693.0
20190930,845,BANK OF ROMNEY,WV,222082,306404,216154,16041,32024.0
20190930,8468,EXCHANGE BANK,CA,2296083,2607873,1539299,204894,262061.0
20190930,847,PLEASANTS COUNTY BANK,WV,56752,64720,35090,10267,7220.0
20190930,8487,CENTRAL STATE BANK,IL,114706,144220,128337,9443,21911.0
20190930,8491,SCOTT STATE BANK,IL,137598,162935,80079,20177,24981.0
20190930,8492,GLASFORD STATE BANK,IL,37881,41669,21336,9830,3677.0
20190930,8499,UNION STATE BANK,IA,65078,80213,60686,991,12763.0
20190930,8500,FIRST STATE BANK,IA,144771,170240,126589,8041,19875.0
20190930,8503,FARMERS STATE BANK,IA,52492,63582,39314,6022,9461.0
20190930,8506,NEW ALBIN SAVINGS BANK,IA,199082,255190,72644,1271,46498.0
20190930,8507,SLOAN STATE BANK,IA,46758,53976,28414,3167,7121.0
20190930,8510,FARMERS TRUST&SAVINGS BANK,IA,83742,93372,70729,16541,9186.0
20190930,8511,CRAWFORD COUNTY T&SB,IA,172979,192867,151133,14332,19145.0
20190930,8513,STATE SAVINGS BANK,IA,66358,75587,63425,5067,8696.0
20190930,8519,WHITE STATE BANK,IA,33059,40083,24198,2231,6763.0
20190930,8522,FIRST STATE BANK,IA,86096,107993,53299,11982,15309.0
20190930,8527,CONCORDIA BANK&TRUST CO,LA,422367,523759,293196,21204,67099.0
20190930,8531,BANK OF COUSHATTA,LA,172040,223984,91513,9052,24015.0
20190930,8532,BANK OF ERATH,LA,84741,99425,72453,11266,14025.0
20190930,8533,TENSAS STATE BANK,LA,122159,155808,92269,5373,20746.0
20190930,8534,ST LANDRY BANK&TRUST CO,LA,251264,279918,80397,28980,27830.0
20190930,8535,FIRST COMMUNITY BANK,MN,55640,62717,31988,11796,6843.0
20190930,8536,PROGROWTH BANK,MN,100561,118620,80283,6918,12131.0
20190930,8537,BANKCHEROKEE,MN,248885,275108,178903,31128,24227.0
20190930,8541,STATE BANK OF FAIRMONT,MN,95772,112649,88841,6125,12486.0
20190930,8544,UNITED COMMUNITY BANK,MN,222808,260324,168116,8598,29362.0
20190930,8546,SENTRY BANK,MN,177622,229687,151366,22277,27211.0
20190930,8552,GREAT SOUTHERN BANK,MS,271161,301036,117058,30607,28770.0
20190930,8556,BANK OF MORTON,MS,56027,68797,51318,2584,10336.0
20190930,855,MERCHANTS&FARMERS BK GREENE,AL,62688,71652,48391,3888,7584.0
20190930,8560,BANK 21,MO,120011,147789,111593,18809,11653.0
20190930,8564,BANK OF GRAIN VALLEY,MO,73114,93831,52867,25688,20569.0
20190930,8569,GOPPERT FINANCIAL BANK,MO,151862,176370,107488,6478,18625.0
20190930,8572,CITIZENS BANK OF ROGERSVILLE,MO,66314,92327,74301,4354,10549.0
20190930,8576,MARIES COUNTY BANK,MO,374764,463189,276399,12496,75327.0
20190930,8584,BANK OF IBERIA,MO,49681,55641,31979,9273,5172.0
20190930,8594,MONTROSE SAVINGS BANK,MO,35574,42251,28601,2283,6592.0
20190930,8595,BANK OF BENNINGTON,NE,118477,145848,109732,9884,18510.0
20190930,8604,FIRST STATE BANK,NE,30173,39955,33231,5500,4828.0
20190930,861,STATE BANK&TRUST,AL,203136,240619,82557,4645,27568.0
20190930,862,BANK OF YORK,AL,84083,102190,46652,7981,11381.0
20190930,8632,CITIZENS STB AT MOHALL,ND,49526,60258,44337,1411,7312.0
20190930,8637,DAKOTA WESTERN BANK,ND,225413,280038,200620,5663,32536.0
20190930,8640,FARMERS&MERCHANTS BANK OF ND,ND,85772,108410,73343,2629,12173.0
20190930,8642,SECURITY STB WISHEK ND,ND,60799,72814,28026,12203,9795.0
20190930,8647,FARMERS STATE BANK,OH,110646,122769,83555,7550,11480.0
20190930,8660,COMMERCIAL BANK&TRUST CO,TN,691613,789392,491483,57766,92310.0
20190930,8661,FARMERS BANK,TN,32189,37378,18843,12602,4967.0
20190930,8663,FIRSTBANK,TN,4929913,6084612,4619373,192465,762484.0
20190930,8668,FARMERS&MERCHANTS BANK,VA,622213,812397,703710,15799,87460.0
20190930,8672,BLUE GRASS VALLEY BANK,VA,38149,43365,28339,10064,5052.0
20190930,8675,ESSEX BANK,VA,1178666,1422546,1059931,36798,155096.0
20190930,867,SUNTRUST BANK,GA,169246694,221424201,158851566,7914372,26552570.0
20190930,8681,LAMONT BANK OF ST JOHN,WA,41553,50907,23111,1807,7059.0
20190930,8693,BLUFF VIEW BANK,WI,79239,105347,82478,4424,20271.0
20190930,8695,BANK OF LAKE MILLS,WI,176857,228056,194702,3914,28784.0
20190930,8698,PORT WASHINGTON STATE BANK,WI,537413,601045,407443,26266,57729.0
20190930,8700,WALDO STATE BANK,WI,69726,82291,64744,2014,10471.0
20190930,8714,UNITY BANK,WI,445090,506312,426189,28437,45388.0
20190930,8718,WYOMING BANK&TRUST,WY,190321,218059,113627,22726,25461.0
20190930,8724,LUSK STATE BANK,WY,45017,52616,31766,5849,7448.0
20190930,8725,COWBOY STATE BANK,WY,44775,49982,28641,6837,4145.0
20190930,8728,ARVEST BANK,AR,16398264,19331564,12815302,831264,2252707.0
20190930,872,STATE BANK OF COCHRAN,GA,171233,207936,124648,50411,35458.0
20190930,8730,GATEWAY BANK,AR,65118,76074,61772,5965,8746.0
20190930,8735,MERCHANTS&FARMERS BANK,AR,132481,160578,128619,5170,13907.0
20190930,8738,CITIZENS BANK&TRUST CO,AR,341172,401093,246443,11461,54419.0
20190930,873,SYNOVUS BANK,GA,37870313,47572438,36282228,1105595,5250053.0
20190930,8745,FIRST STB OF MIDDLEBURY,IN,485660,594196,440092,22989,69317.0
20190930,8751,IOWA STATE SAVINGS BANK,IA,183646,207279,138618,20828,19690.0
20190930,8752,FIRST TRUST&SAVINGS BANK,IA,155820,187846,165507,5409,19704.0
20190930,8758,CITIZENS BANK,IA,47009,55111,27979,3109,4654.0
20190930,8760,FARMERS STATE BANK,IA,93707,112813,80154,8871,12765.0
20190930,8761,KERNDT BROTHERS SAVINGS BANK,IA,230554,287380,194367,15635,34427.0
20190930,8762,SACRAMENTO DEPOSIT BANK,KY,94917,109927,70231,4389,13586.0
20190930,876,BANK OF DAWSON,GA,94281,123773,90489,10285,23802.0
20190930,8772,SPRINGFIELD STATE BANK,KY,230114,321422,172131,5023,49626.0
20190930,8774,CECILIAN BANK,KY,722868,921331,584322,43714,99947.0
20190930,8775,BANK OF COLUMBIA,KY,119482,143752,116735,2584,14992.0
20190930,877,BANK OF EASTMAN,GA,144724,163867,116433,29581,18762.0
20190930,8785,PEOPLES EXCHANGE BANK,KY,347864,415138,336770,28007,38484.0
20190930,8798,COTTONPORT BANK,LA,315158,362251,239380,56767,46102.0
20190930,8799,JACKSON PARISH BANK,LA,54095,64789,18360,5841,10432.0
20190930,879,FARMERS STATE BANK,GA,104928,127294,77093,17129,21510.0
20190930,8800,UNION BANK,LA,203414,256877,184476,15565,28846.0
20190930,8810,BANK OF DELMARVA,DE,660842,792312,626607,60627,76859.0
20190930,8811,HEBRON SAVINGS BANK,MD,514362,609205,501290,40419,59279.0
20190930,8813,PROVIDENT STATE BANK INC,MD,363922,457338,345389,18627,43918.0
20190930,8816,QUEENSTOWN BANK OF MARYLAND,MD,404731,473766,383868,53271,66091.0
20190930,8821,UNITED FARMERS STATE BANK,MN,118735,155457,132215,2238,18718.0
20190930,8822,ADRIAN STATE BANK,MN,44580,51761,43111,4840,4952.0
20190930,8824,EAGLE BANK,MN,130489,152672,97321,24150,21545.0
20190930,8827,STATE BANK OF WHEATON,MN,64054,84213,65073,16571,19878.0
20190930,8831,FIRST STB OF SAUK CENTRE,MN,95600,111757,82196,10499,15383.0
20190930,8833,CURRIE STATE BANK,MN,73007,82753,72648,1527,8265.0
20190930,8840,PEOPLES STATE BANK OF WELLS,MN,48148,55131,43670,5386,6930.0
20190930,8842,GRAND MARAIS STATE BANK,MN,89264,96519,54602,6121,7104.0
20190930,8843,AMERICAN HERITAGE NB,MN,314597,361047,244595,63072,45725.0
20190930,8845,FARMERS&MERCHANTS STB APPLET,MN,39587,46273,35222,2436,6646.0
20190930,8848,CENBANK,MN,59682,66282,43385,3959,5328.0
20190930,884,CITIZENS STB OF TAYLOR CNTY,GA,53536,60506,27423,13609,6720.0
20190930,8850,NORTH SHORE BANK OF COMMERCE,MN,259278,288143,197836,35320,25153.0
20190930,8851,PARK STATE BANK,MN,120100,139185,117126,12816,18140.0
20190930,8853,GLENWOOD STATE BANK INC,MN,261754,318529,291455,9875,28848.0
20190930,8857,FIRST STB OF GROVE CITY,MN,25902,31185,16115,5874,5253.0
20190930,8858,STATE BANK OF CHANDLER,MN,40035,48178,31103,7493,5907.0
20190930,8863,WOODLAND BANK,MN,87307,107787,83669,6430,11658.0
20190930,8864,FARMERS STB OF WATKINS,MN,37070,43460,21187,3152,6000.0
20190930,8865,HERITAGE BANK MINNESOTA,MN,45934,55674,43291,3418,5721.0
20190930,8866,MERCHANTS BANK NATIONAL ASSN,MN,1594714,1854320,1522663,69290,196513.0
20190930,8867,ULTIMA BANK MINNESOTA,MN,156624,189245,175366,5032,19857.0
20190930,8870,BANKFIRST FINANCIAL SERVICES,MS,1106019,1273339,918717,46400,147732.0
20190930,8871,OMNIBANK,MS,42189,46845,31188,6799,4522.0
20190930,8878,STATE BANK&TRUST CO,MS,998756,1151033,881858,41017,130196.0
20190930,8879,COMMUNITY BANK OF MS,MS,2959396,3292903,2198010,142111,292929.0
20190930,8884,HOME EXCHANGE BANK,MO,151935,173332,67620,8911,18578.0
20190930,8885,BANK OF LOUISIANA,MO,47555,53796,32539,3226,5861.0
20190930,8888,COUNTRY CLUB BANK,MO,1171863,1396594,907281,51302,153371.0
20190930,8889,MIDWEST REGIONAL BANK,MO,552007,644319,534181,11827,65393.0
20190930,8892,BANK OF SULLIVAN,MO,462946,527047,433779,12411,51939.0
20190930,8893,AMERICAS COMMUNITY BANK,MO,27587,31206,27905,2221,3541.0
20190930,8896,JONESBURG STATE BANK,MO,88692,99372,68014,26149,8172.0
20190930,8898,ST JOHNS BANK&TRUST CO,MO,262765,293159,204292,33809,29571.0
20190930,889,BANK OF SOPERTON,GA,82186,91697,72138,10340,9208.0
20190930,88,GENERATIONS BANK,AR,420822,524912,406449,31609,51544.0
20190930,8903,PEOPLES BANK&TRUST CO,MO,401930,455557,280573,16628,49613.0
20190930,8904,NODAWAY VALLEY BANK,MO,741743,911574,606455,43105,131340.0
20190930,8908,CITIZENS BK OF CAPE VINCENT,NY,62644,69897,34158,6294,6993.0
20190930,893,CITIZENS BANK,TN,496638,618005,274863,26625,116308.0
20190930,8941,BANK FORWARD,ND,540323,654833,538488,41211,70355.0
20190930,8942,SARGENT COUNTY BANK,ND,162304,187705,87865,9205,25128.0
20190930,8943,MERCHANTS BANK,ND,139760,169572,117302,4469,16687.0
20190930,8946,KINDRED STATE BANK,ND,25709,28437,16796,8040,2699.0
20190930,8975,COMMUNITY BANK,OK,79081,88152,64020,4600,8545.0
20190930,8980,SECURITY STB OF OKLAHOMA,OK,222970,255796,209407,5474,29374.0
20190930,898,BANK OF FOREST,MS,172951,203314,118772,17070,28227.0
20190930,899,GERBER STATE BANK,IL,66478,77258,33860,5610,9730.0
20190930,89,SIGNATURE BANK OF ARKANSAS,AR,542555,659869,552747,17231,76555.0
20190930,90040,HOME LOAN STATE BANK,CO,112424,126516,66951,10060,10649.0
20190930,9005,FIRST STATE BANK OF ROSCOE,SD,92471,109821,84588,7014,13450.0
20190930,9007,HEARTLAND STATE BANK,SD,70299,88732,71967,3549,10459.0
20190930,90140,ADAMS COMMUNITY BANK,MA,499525,618218,520342,11664,56804.0
20190930,90141,PROVIDENT BANK,MA,901896,1077862,926281,38405,127843.0
20190930,90146,ATHOL SAVINGS BANK,MA,375923,448485,299055,12863,60074.0
20190930,90169,BRIDGEWATER SAVINGS BANK,MA,532617,622905,476022,8366,61192.0
20190930,90173,EAST CAMBRIDGE SAVINGS BANK,MA,942991,1136811,870668,90648,115005.0
20190930,90175,BANK OF CANTON,MA,537702,643963,522921,35294,73509.0
20190930,90181,CLINTON SAVINGS BANK,MA,463195,584592,432366,23237,65125.0
20190930,90183,MIDDLESEX SAVINGS BANK,MA,4205246,4941035,3172818,120241,655764.0
20190930,90188,EASTHAMPTON SAVINGS BANK,MA,1139156,1421080,1074096,77803,121518.0
20190930,90190,MARTHAS VINEYARD SB,MA,674360,832109,703657,36416,107330.0
20190930,90191,EAGLE BANK,MA,401206,459745,330677,20246,54024.0
20190930,90196,BAYCOAST BANK,MA,1516947,1858809,1483865,65515,164432.0
20190930,90203,CAPE ANN SAVINGS BANK,MA,494766,676529,424823,38371,157074.0
20190930,90206,GREENFIELD SAVINGS BANK,MA,725500,874454,722685,17750,105441.0
20190930,90208,PENTUCKET BANK,MA,653690,793703,629267,21970,95338.0
20190930,90211,HINGHAM INST FOR SVG,MA,1714018,2480411,2140552,231174,237853.0
20190930,90213,PEOPLESBANK,MA,2064134,2926907,2242797,119533,295442.0
20190930,90215,AVIDIA BANK,MA,1414733,1659926,1251987,66277,173128.0
20190930,90227,LOWELL FIVE CENT SB,MA,1010091,1181248,909383,89279,150595.0
20190930,90229,WASHINGTON SAVINGS BANK,MA,197211,252085,207269,9923,22320.0
20190930,90234,MARBLEHEAD BANK,MA,182247,214934,182152,9518,19360.0
20190930,90235,MAIN STREET BANK,MA,823490,1032828,818548,49159,125180.0
20190930,9023,BANK OF CHARLES TOWN,WV,440763,504916,399698,41597,51468.0
20190930,90245,MONSON SAVINGS BANK,MA,384558,436179,349950,25865,40951.0
20190930,9024,CALHOUN COUNTY BANK INC,WV,133399,154494,122962,11910,15035.0
20190930,90250,INSTITUTION SVG NEWBURYPORT&,MA,2730898,3609643,2803037,91134,391660.0
20190930,90251,NEWBURYPORT FIVE CENTS SB,MA,775741,1012426,821573,17923,127525.0
20190930,90253,MOUNTAINONE BANK,MA,646133,898895,708011,20625,110981.0
20190930,90258,NORTH BROOKFIELD SB,MA,251045,319910,237188,8228,38023.0
20190930,90259,NORTH EASTON SAVINGS BANK,MA,967567,1135321,833003,64523,114179.0
20190930,90268,SEAMENS BANK,MA,355170,401673,283613,41084,43173.0
20190930,90270,ENVISION BANK,MA,500868,641763,551591,9717,72056.0
20190930,90282,CORNERSTONE BANK,MA,889611,1149873,990798,20952,118558.0
20190930,90290,UNIBANK FOR SAVINGS,MA,1590356,1763811,1290982,158242,158201.0
20190930,90291,SAVINGS BANK,MA,520145,615260,482540,29328,77863.0
20190930,90297,WEBSTER FIVE CENTS SB,MA,689957,882406,689156,18563,110833.0
20190930,902,BYRON BANK,IL,244779,275837,160825,15540,29050.0
20190930,90300,WESTFIELD BANK,MA,1678485,2171146,1738310,37407,219469.0
20190930,90303,SOUTH SHORE BANK,MA,1286099,1540426,1116434,114284,162747.0
20190930,90308,WINCHESTER SAVINGS BANK,MA,473140,552399,422428,31022,67477.0
20190930,9030,HARRISON COUNTY BANK,WV,100883,114863,56920,7149,13066.0
20190930,90311,BAY STATE SAVINGS BANK,MA,356755,424955,376920,11659,39359.0
20190930,9035,HEADWATERS STATE BANK,WI,56226,66943,40230,8135,10496.0
20190930,9036,SECURITY STATE BANK,WI,80597,104282,74498,3213,19185.0
20190930,9037,MOUND CITY BANK,WI,303580,371274,293675,18609,41597.0
20190930,90384,BANK OF LANDISBURG,PA,245226,300236,217269,27250,54207.0
20190930,903,AMALGAMATED BANK OF CHICAGO,IL,786006,891140,481181,210711,85424.0
20190930,9047,CITIZENS STATE BANK,IA,340693,414783,224880,9135,54932.0
20190930,90544,DEPOSITORY TRUST CO,NY,0,4111981,0,3972097,705680.0
20190930,9057,BANK OF MOUNDVILLE,AL,84328,93483,25221,3244,8895.0
20190930,9064,PLANTERS FIRST BANK,GA,268850,303848,231594,13242,33059.0
20190930,9068,BANK OF DUDLEY,GA,188896,217633,154275,23527,28366.0
20190930,9069,FARMERS&MERCHANTS BANK,GA,153706,181367,98185,27373,26326.0
20190930,9070,FIRST BANK OF PIKE,GA,49488,54599,34117,6981,4539.0
20190930,9079,HARVARD STATE BANK,IL,224370,254234,146384,10551,26171.0
20190930,9080,HOLCOMB BANK,IL,166939,187766,140369,11216,19901.0
20190930,9087,1ST SOURCE BANK,IN,5392181,6672908,5019259,133115,794220.0
20190930,9096,ATKINS SAVINGS BANK&TRUST,IA,82628,96904,63855,4877,13479.0
20190930,9099,SOUTH OTTUMWA SAVINGS BANK,IA,298049,394225,218483,12478,59407.0
20190930,90,COMMERCIAL BANK&TRUST CO,AR,183061,211937,121669,7539,21436.0
20190930,91005,5STAR BANK,CO,210211,250706,219893,3666,39676.0
20190930,9100,PILOT GROVE SAVINGS BANK,IA,544049,617398,517551,44651,67197.0
20190930,9102,ROWLEY SAVINGS BANK,IA,13920,15386,3567,10884,1416.0
20190930,9104,AMERICAN SAVINGS BANK,IA,39683,50371,26470,938,10565.0
20190930,9105,WEST IOWA BANK,IA,111002,135454,88840,10132,18467.0
20190930,9106,FARMERS STATE BANK,IA,43237,49821,29023,2414,6148.0
20190930,9120,ROLETTE STATE BANK,ND,33886,40138,31845,2508,3844.0
20190930,9121,STATE BANK OF BOTTINEAU,ND,64261,78911,66708,3525,7677.0
20190930,9122,FARMERS SECURITY BANK,ND,45921,55821,37859,5775,6530.0
20190930,9123,WESTERN STATE BANK,ND,1052894,1242669,1044267,108628,131238.0
20190930,9127,BANK OF HAMILTON,ND,16036,18868,2443,13694,2724.0
20190930,91280,BANK OF LITTLE ROCK,AR,173852,197159,115146,11839,21953.0
20190930,9128,HARWOOD STATE BANK,ND,35504,40168,26560,6035,3925.0
20190930,91325,CIBC NATIONAL TRUST CO,GA,507,272226,0,149511,206055.0
20190930,9137,OSGOOD STATE BANK,OH,230797,264320,176268,10992,28648.0
20190930,9139,COML&SVG BK MILLERSBURG OH,OH,659795,786598,559836,79569,82523.0
20190930,913,NORTHERN TRUST CO,IL,33980902,123824257,30738598,31618917,9999525.0
