CERT,REPDTE,BKCLASS,CALLFORM,DEPUNA,DEPUNINS,ACTEVT
20776,20240630,NM,41,0,166402,
20818,20240630,NM,51,354306,354306,
20845,20240630,NM,51,480250,480250,
20856,20240630,NM,41,558609,558609,
20872,20240630,NM,51,0,37974,
20884,20240630,NM,31,1495413,1495413,
2093,20240630,N,51,0,176570,
20954,20240630,N,41,582307,582307,
20989,20240630,NM,51,285042,285042,
20993,20240630,SM,41,0,101673,
2102,20240630,N,41,433268,433268,
21031,20240630,NM,41,1360598,1360598,
21050,20240630,NM,51,0,18767,
21074,20240630,NM,51,0,162399,
2107,20240630,N,51,0,37609,
21083,20240630,NM,51,0,49967,
21085,20240630,NM,51,0,12484,
210,20240630,NM,51,0,66123,
21121,20240630,NM,41,0,203074,
21161,20240630,NM,51,0,88088,
21219,20240630,NM,51,0,11153,
21227,20240630,NM,51,0,86908,
21247,20240630,NM,41,0,76479,
21255,20240630,SM,51,0,4782,
21265,20240630,NM,31,1946586,1946586,
21284,20240630,NM,51,0,41230,
21292,20240630,NM,51,190127,190127,
21329,20240630,NM,51,0,191238,
21342,20240630,NM,51,0,31427,
21379,20240630,SM,51,0,19007,
2138,20240630,N,41,768478,768478,
21448,20240630,NM,41,0,4940,
21455,20240630,NM,51,0,12037,
2145,20240630,NM,41,0,29619,
21486,20240630,NM,51,0,17954,
214,20240630,SM,51,0,183030,
21525,20240630,NM,41,0,14535,
21526,20240630,NM,51,0,12661,
21529,20240630,NM,51,0,41691,
2154,20240630,NM,51,0,62308,
21557,20240630,NM,51,0,53224,
21567,20240630,N,51,0,149831,
21573,20240630,NM,41,665194,665194,
2157,20240630,NM,51,0,19558,
21591,20240630,SB,41,358851,358851,
21606,20240630,NM,51,0,547579,
2160,20240630,N,41,0,39297,
21635,20240630,NM,51,0,11780,
21692,20240630,NM,51,0,22022,
21693,20240630,NM,51,0,33581,
21714,20240630,NM,51,330828,330828,
21716,20240630,NM,41,7150252,7150252,
21721,20240630,NM,51,0,9962,
21728,20240630,NM,51,0,41589,
21752,20240630,NM,51,0,11111,
21761,20240630,SM,31,0,251,
21784,20240630,NM,51,0,147665,
21805,20240630,SM,51,0,69551,
21807,20240630,NM,51,0,4870,
21843,20240630,SM,31,3223634,3223634,
21848,20240630,NM,51,0,243193,
21868,20240630,N,51,1563000,1563000,
21874,20240630,NM,51,0,33303,
21883,20240630,SM,41,0,66180,
21897,20240630,NM,51,0,48956,
21906,20240630,SM,51,176591,176591,
21928,20240630,NM,51,0,67545,
21943,20240630,NM,41,2486910,2486910,
21955,20240630,SM,41,0,84881,
21956,20240630,NM,51,726624,726624,
21978,20240630,NM,41,0,104495,
21988,20240630,NM,51,0,41262,
21998,20240630,NM,41,0,14446,
22015,20240630,NM,41,0,121428,
22020,20240630,SM,51,0,121823,
22046,20240630,N,41,0,66325,
2205,20240630,NM,51,0,33741,
22065,20240630,SM,51,0,177510,
22070,20240630,NM,51,0,15575,
22081,20240630,NM,51,0,125411,
22086,20240630,NM,51,0,78063,
2208,20240630,SM,51,0,237975,810
22090,20240630,NM,51,0,80019,
22092,20240630,N,51,0,134221,
22134,20240630,NM,41,1270646,1270646,
22138,20240630,NM,51,0,40484,
22139,20240630,NM,51,0,244494,
22180,20240630,SM,41,166877,166877,
22205,20240630,NM,41,0,183653,
22229,20240630,N,51,0,17414,
22242,20240630,NM,51,0,106706,
2224,20240630,N,51,0,191720,
22257,20240630,NM,51,775221,775221,
22263,20240630,SM,51,0,10994,
22271,20240630,N,51,0,69459,
22273,20240630,NM,51,0,5449,
22282,20240630,NM,51,0,158837,
2228,20240630,SM,51,0,49616,
2229,20240630,SM,51,0,93972,
22308,20240630,SM,51,0,338397,
22319,20240630,SM,51,297178,297178,
2232,20240630,NM,41,315089,315089,
22334,20240630,SM,51,461366,461366,810
22340,20240630,NM,51,0,96021,810
22354,20240630,SM,51,377610,377610,
22355,20240630,NM,51,0,5636,
22358,20240630,NM,41,0,22720,
22366,20240630,NM,51,0,119839,
22373,20240630,N,41,796284,796284,
22381,20240630,N,51,0,93075,
22394,20240630,NM,51,0,172592,
22396,20240630,N,51,243191,243191,
22398,20240630,N,51,0,96699,
2240,20240630,NM,51,584485,584485,
2241,20240630,NM,51,0,327067,
22430,20240630,NM,51,0,16288,
22434,20240630,N,51,0,20287,
22447,20240630,NM,51,0,43519,
22448,20240630,NM,51,0,4628,
2244,20240630,NM,51,0,149212,
22451,20240630,NM,51,248085,248085,
22460,20240630,NM,51,0,29448,
2247,20240630,NM,51,0,40522,
2249,20240630,SM,51,0,78151,
22502,20240630,SM,51,0,10563,
22514,20240630,SM,51,0,19510,
22526,20240630,NM,51,0,57384,
22536,20240630,NM,41,0,87374,
22537,20240630,NM,41,696800,696800,
22549,20240630,SM,51,0,13889,
22551,20240630,NM,51,0,90448,
22559,20240630,NM,41,772540,772540,
22567,20240630,NM,51,0,20951,
22578,20240630,NM,51,0,89307,
22597,20240630,NM,41,805419,805419,
22598,20240630,SM,51,0,54770,
22600,20240630,NM,51,0,122861,
22601,20240630,NM,51,0,27776,
22621,20240630,NM,51,0,7389,
22636,20240630,NM,51,0,28679,
22639,20240630,SM,51,0,63280,
22653,20240630,SM,51,199233,199233,
22657,20240630,NM,41,0,13273,
22669,20240630,NM,51,0,50357,
226,20240630,NM,51,0,78098,
2270,20240630,N,41,32110321,32110321,820
22717,20240630,SM,51,0,81150,
22738,20240630,NM,51,0,87810,
22739,20240630,NM,51,0,108371,
2273,20240630,N,51,0,47238,
22756,20240630,NM,51,0,31786,
22811,20240630,NM,51,0,36782,
22835,20240630,NM,51,0,8428,
22838,20240630,NM,51,0,15712,
22839,20240630,NM,41,0,18499,
2284,20240630,SM,51,0,96025,
22855,20240630,NM,41,0,16561,
22858,20240630,SM,41,8327661,8327661,
2285,20240630,SM,51,0,191765,
22867,20240630,NM,51,0,109198,
2286,20240630,NM,51,0,195180,810
22874,20240630,NM,51,0,149784,
22876,20240630,NM,51,294718,294718,
22888,20240630,SM,51,0,12873,
22895,20240630,NM,51,0,75184,
2289,20240630,NM,51,0,11483,
228,20240630,NM,51,448079,448079,
2290,20240630,NM,51,0,52428,
22918,20240630,SM,41,1268620,1268620,
22925,20240630,NM,51,0,81323,
22942,20240630,N,51,0,20289,
22953,20240630,N,31,3707810,3707810,
22954,20240630,NM,51,0,6310,
22957,20240630,N,41,1310798,1310798,
22964,20240630,NM,51,0,178871,
22971,20240630,NM,51,0,32137,
22993,20240630,NM,51,0,24558,
23007,20240630,SM,51,0,149354,
2300,20240630,NM,41,0,11257,
2301,20240630,NM,51,0,14996,
23030,20240630,NM,41,1086149,1086149,810
23041,20240630,NM,51,352704,352704,
23086,20240630,N,51,0,97752,
2308,20240630,NM,51,0,0,
23091,20240630,NM,41,2303397,2303397,
23099,20240630,NM,51,0,17068,
230,20240630,NM,51,0,75965,
23123,20240630,SM,51,0,88414,
23126,20240630,SM,51,0,12689,
23144,20240630,NM,51,0,223200,
23152,20240630,NM,41,0,83362,
2315,20240630,NM,41,526703,526703,
2317,20240630,SM,51,0,8292,
23189,20240630,NM,51,0,51995,
231,20240630,SM,51,0,58624,
2320,20240630,NM,51,0,38319,
23210,20240630,SM,51,0,78791,
23220,20240630,N,41,2301140,2301140,
23242,20240630,NM,41,0,24437,
23244,20240630,NM,51,0,1853,
23257,20240630,NM,51,0,39777,810
2326,20240630,NM,51,0,78919,
23270,20240630,SM,51,0,14799,
23275,20240630,SM,51,422796,422796,
2327,20240630,SM,51,0,73973,
23286,20240630,SM,41,346731,346731,
23287,20240630,NM,41,674927,674927,
2328,20240630,NM,51,0,23392,
23293,20240630,SI,41,386110,386110,
23296,20240630,NM,41,1013454,1013454,
23298,20240630,SM,51,363258,363258,
232,20240630,NM,41,0,28554,
2331,20240630,NM,51,0,5243,
23373,20240630,NM,41,0,7676,
23376,20240630,NM,51,0,86223,
23404,20240630,N,51,0,17700,
23430,20240630,N,51,0,95699,
23472,20240630,N,31,250,250,
23473,20240630,SM,41,499450,499450,
23474,20240630,N,41,1765886,1765886,
23498,20240630,SI,41,1877635,1877635,
234,20240630,NM,51,0,15529,
23523,20240630,NM,51,0,31477,
23537,20240630,SM,51,371894,371894,
23546,20240630,NM,51,0,64070,
23551,20240630,NM,51,0,19224,
23597,20240630,N,51,0,108968,
2359,20240630,NM,51,0,141910,
235,20240630,NM,51,0,86797,
23620,20240630,SI,41,513560,513560,
23621,20240630,NM,41,4404402,4404402,
23622,20240630,NM,41,969158,969158,
23623,20240630,NM,41,1249480,1249480,
23627,20240630,NM,41,1808207,1808207,820
23647,20240630,N,41,1983470,1983470,
23737,20240630,N,41,0,126519,
23741,20240630,NC,51,0,0,
23749,20240630,N,51,0,44774,
23764,20240630,SM,51,0,52946,
23772,20240630,NM,41,0,202758,
23798,20240630,N,51,0,129584,
23799,20240630,SM,51,915872,915872,
2379,20240630,NM,51,0,14550,
23805,20240630,NM,51,0,22383,
23806,20240630,NM,51,0,138142,
2380,20240630,SM,51,0,105214,
23815,20240630,NM,51,0,77581,
23826,20240630,SM,51,0,2209,
23864,20240630,NM,51,0,108230,
23886,20240630,N,51,0,212354,
2391,20240630,SM,51,0,37637,
23966,20240630,NM,41,0,72439,
23986,20240630,SM,41,0,32871,
23989,20240630,SM,51,0,6173,
23992,20240630,SI,41,326037,326037,
23998,20240630,NM,51,405664,405664,
24015,20240630,NM,51,0,142012,
24038,20240630,N,51,0,238,
24045,20240630,SM,41,7434039,7434039,810
24064,20240630,NM,51,0,23733,
24085,20240630,N,51,0,20707,
24156,20240630,NM,41,2354805,2354805,
24170,20240630,NM,41,2595965,2595965,
24199,20240630,N,41,0,53831,
24211,20240630,N,51,0,34017,
24272,20240630,NM,51,0,22459,
24303,20240630,NM,51,0,20095,
24305,20240630,N,51,0,62973,
24332,20240630,NM,51,0,80441,
24347,20240630,N,41,1537135,1537135,
24353,20240630,NM,41,0,183907,
24367,20240630,N,51,0,10142,
24387,20240630,N,41,517885,517885,
2443,20240630,SM,51,0,183657,
24443,20240630,N,51,0,23104,
2444,20240630,NM,51,0,11486,
24472,20240630,SM,51,0,103476,
2448,20240630,NM,51,0,10334,
24498,20240630,NM,51,0,35785,
24516,20240630,NM,31,1084722,1084722,
2452,20240630,NM,51,0,81804,
2453,20240630,NM,51,0,20056,
24540,20240630,NM,51,312955,312955,
2455,20240630,SM,51,0,50201,
24563,20240630,SM,41,1017759,1017759,
245,20240630,NM,51,0,126091,
24603,20240630,N,51,0,121311,
24677,20240630,N,51,0,101618,
2467,20240630,NM,51,0,46297,810
2468,20240630,SM,51,0,137649,
2469,20240630,NM,51,0,33635,
2477,20240630,NM,51,0,17425,
24823,20240630,NM,41,0,377915,
24829,20240630,SM,41,0,332188,
2482,20240630,NM,51,0,62339,
24865,20240630,NM,51,0,19481,
24867,20240630,NM,31,0,107852,
24897,20240630,N,51,908120,908120,
248,20240630,NM,51,0,19605,
24902,20240630,N,51,0,18670,
24919,20240630,SM,41,400980,400980,
24920,20240630,NM,51,1741805,1741805,
24922,20240630,NM,51,0,117460,
24938,20240630,NC,31,0,0,
24961,20240630,NM,41,0,83403,
24966,20240630,SM,51,0,16839,
2496,20240630,N,51,0,67373,
24998,20240630,SM,41,9072553,9072553,
25054,20240630,N,51,0,7150,
25093,20240630,NM,31,467906,467906,
25103,20240630,NM,41,1165579,1165579,
25122,20240630,N,51,0,74322,
25158,20240630,NM,31,0,36081,
25161,20240630,N,51,0,39282,
25173,20240630,NM,41,0,97555,
25178,20240630,N,31,4006000,4006000,
251,20240630,NM,51,0,14257,
25247,20240630,N,51,0,232614,
25249,20240630,N,51,0,417722,
25258,20240630,N,41,0,82704,
25267,20240630,NM,51,0,83128,
25291,20240630,NM,51,0,60773,
252,20240630,SM,51,0,99992,
25328,20240630,SM,51,0,90308,
253,20240630,NM,51,82521,82521,
254,20240630,NM,51,0,72344,
25591,20240630,NM,51,0,4131,
25620,20240630,N,41,45135,45135,
25621,20240630,NM,51,0,208222,
25644,20240630,N,51,0,28708,
25665,20240630,N,51,0,139740,
25677,20240630,NC,31,0,0,820
25679,20240630,NM,41,989365,989365,
25703,20240630,NM,51,0,17353,
25726,20240630,NM,41,0,56253,
25738,20240630,SM,51,0,380556,
25744,20240630,SM,51,0,7095,
25749,20240630,N,41,0,12084,
25750,20240630,NM,51,0,30782,
25752,20240630,NM,41,0,93149,
25795,20240630,NM,51,0,221760,
25796,20240630,NM,41,0,32978,
25803,20240630,NM,51,0,0,
25824,20240630,NC,51,0,0,
25849,20240630,SM,51,0,119927,
25858,20240630,SM,41,1634196,1634196,810
25869,20240630,NM,51,0,14387,
25883,20240630,SM,51,0,114158,
25886,20240630,NM,51,0,312239,
25894,20240630,N,41,0,57246,
258,20240630,NM,41,2817668,2817668,
25927,20240630,NC,2,0,0,
26021,20240630,NM,51,0,44062,
26028,20240630,NC,2,0,0,
2608,20240630,N,51,0,87097,
2616,20240630,N,41,0,16084,
26181,20240630,N,41,0,212701,
26185,20240630,SM,51,0,162338,
26189,20240630,SM,41,0,44887,
26217,20240630,SM,51,0,102070,810
26223,20240630,N,41,414695,414695,
26228,20240630,N,51,0,14914,
26260,20240630,N,51,0,5056,
26271,20240630,NM,51,0,27052,
26299,20240630,N,41,266273,266273,
262,20240630,NM,51,0,20947,
26312,20240630,SB,41,3899266,3899266,
26323,20240630,N,41,0,279791,
26333,20240630,NM,51,317755,317755,
26336,20240630,SI,41,827422,827422,
26340,20240630,NM,51,0,29640,
26342,20240630,N,41,412432,412432,
26351,20240630,N,51,0,31339,
26358,20240630,NM,51,0,35176,
26363,20240630,NM,41,0,30102,
26379,20240630,N,51,0,130467,
26381,20240630,N,51,591744,591744,
26392,20240630,NM,41,0,2778,
26393,20240630,SI,51,0,59201,
26395,20240630,SI,51,238944,238944,
26397,20240630,SM,51,0,134708,
26398,20240630,N,51,0,164153,
26403,20240630,NM,51,340488,340488,
26411,20240630,SI,51,0,132202,
26416,20240630,NM,51,0,10698,
26442,20240630,N,51,0,309785,
26444,20240630,SI,41,342962,342962,
26450,20240630,SM,51,0,16481,
26451,20240630,SI,41,383751,383751,
26455,20240630,SI,51,0,104356,
26474,20240630,NC,31,0,0,
26483,20240630,SM,41,1106334,1106334,
26484,20240630,SM,51,468045,468045,
26487,20240630,SM,51,0,104960,
26499,20240630,N,41,0,35853,
26512,20240630,SI,51,0,22289,
26513,20240630,SM,51,0,13303,
26516,20240630,SI,41,0,45795,
26517,20240630,SI,41,492749,492749,
26519,20240630,NM,51,0,1868,
26520,20240630,NM,51,0,12488,
26522,20240630,NM,51,0,91231,810
26523,20240630,SM,51,389405,389405,
26530,20240630,NM,41,0,127698,
26536,20240630,SI,51,0,96796,
26539,20240630,NM,51,0,122760,
26542,20240630,N,51,0,54368,
26543,20240630,N,51,335190,335190,
26554,20240630,SM,51,0,43936,
26555,20240630,SI,41,0,186158,
26559,20240630,SI,51,0,127591,
26564,20240630,NM,51,0,167378,
26567,20240630,SI,51,0,9388,
26576,20240630,SI,51,0,31942,
26588,20240630,NM,51,0,16614,
26590,20240630,SM,51,233026,233026,810
26591,20240630,SM,51,0,176382,
26602,20240630,SM,51,0,68910,
26610,20240630,NM,41,5631217,5631217,
26620,20240630,SM,51,0,216249,
26622,20240630,NC,51,0,0,
26626,20240630,SM,41,372617,372617,
26627,20240630,NM,41,0,331981,
26634,20240630,SI,51,0,92527,
26647,20240630,SI,41,1499894,1499894,
26653,20240630,NM,51,0,8592,
26658,20240630,NM,51,0,6773,
26677,20240630,SM,51,0,95011,
26687,20240630,NM,51,0,34226,
26689,20240630,NM,51,0,24931,
26703,20240630,NM,41,0,78775,
26704,20240630,NM,51,0,83719,
26708,20240630,NM,51,0,13881,
26725,20240630,NM,51,558710,558710,
26727,20240630,NM,51,0,23168,
26732,20240630,NC,41,0,0,
26738,20240630,NM,51,0,45097,
26755,20240630,NM,51,0,0,
26760,20240630,NM,51,0,200831,
26790,20240630,N,51,0,236634,
26798,20240630,NM,51,0,6334,
26799,20240630,NM,51,0,37805,
267,20240630,NM,51,0,63113,
26816,20240630,NM,51,0,506,820
26829,20240630,N,51,0,109453,
2682,20240630,N,51,0,15455,
26847,20240630,NM,51,0,42727,
26856,20240630,NM,31,724341,724341,
26871,20240630,SM,51,0,26414,
26876,20240630,N,31,2824062,2824062,810
26881,20240630,N,41,586876,586876,
26891,20240630,SM,51,0,15201,
26906,20240630,SM,51,1023321,1023321,810
26912,20240630,NM,41,0,221700,
2691,20240630,N,51,0,210230,
26922,20240630,SI,51,0,152112,
26941,20240630,NM,51,0,6136,
26944,20240630,SM,51,0,50843,
26955,20240630,NM,51,0,74564,
2695,20240630,N,51,0,53173,
26960,20240630,NM,51,0,120605,
26962,20240630,NM,41,1338075,1338075,
2700,20240630,N,51,319288,319288,
27010,20240630,NM,51,0,1037,
27015,20240630,SB,51,0,34568,
27026,20240630,N,51,0,139216,
27043,20240630,SM,51,0,37465,
27046,20240630,N,51,294612,294612,810
27052,20240630,N,41,739312,739312,
27054,20240630,NM,51,2713789,2713789,
27074,20240630,NM,51,625800,625800,
2708,20240630,N,51,0,66915,
27102,20240630,NC,41,0,0,
2710,20240630,NM,41,0,57237,
27118,20240630,NM,51,0,95032,
2711,20240630,NM,51,551537,551537,
27132,20240630,SM,51,509360,509360,
27153,20240630,SB,51,0,8805,
2718,20240630,SM,51,0,119134,
27201,20240630,NM,51,0,14273,
2720,20240630,SM,41,1291000,1291000,
27210,20240630,SM,41,1603595,1603595,
27211,20240630,NM,41,0,86286,
27219,20240630,SM,51,0,22279,
27233,20240630,NM,41,0,91719,
27235,20240630,NM,41,1098186,1098186,
27237,20240630,NM,41,4020979,4020979,
27238,20240630,SI,51,0,144546,
2723,20240630,N,51,0,25150,
27254,20240630,NM,51,0,97567,
2725,20240630,N,51,0,129750,
27267,20240630,NM,51,0,157649,
27269,20240630,SI,41,0,67634,
27290,20240630,N,41,0,200555,
27314,20240630,SB,31,8243000,8243000,
2733,20240630,SM,51,0,6365,
27351,20240630,SM,51,0,43343,
2735,20240630,N,51,0,37528,
27362,20240630,NM,41,0,170109,
27381,20240630,NM,51,0,369799,
27385,20240630,SI,51,0,16448,
27389,20240630,N,31,878309,878309,
2738,20240630,N,51,0,97128,
27394,20240630,NM,51,0,315503,810
27398,20240630,NM,51,0,19952,
27408,20240630,NM,41,1463550,1463550,
27409,20240630,NM,51,0,66345,
2740,20240630,N,51,0,500419,
27417,20240630,SB,51,0,41823,
27471,20240630,N,31,30302235,30302235,
27476,20240630,SM,41,2392611,2392611,
27479,20240630,NC,51,0,0,
27496,20240630,NM,51,0,125180,
27499,20240630,NM,41,27210,27210,
27503,20240630,NM,51,0,181884,
2750,20240630,N,51,0,65386,
27510,20240630,NM,51,302540,302540,
2753,20240630,N,51,0,45426,
2754,20240630,N,51,0,9874,
27556,20240630,NM,51,0,114389,
27560,20240630,NM,51,0,36833,
27567,20240630,SI,51,0,6564,
27589,20240630,N,31,2921920,2921920,
2759,20240630,NM,51,0,129077,
275,20240630,NM,51,0,32790,
27619,20240630,SL,51,152898,152898,810
27643,20240630,SB,51,0,22733,
27654,20240630,SB,51,0,114712,810
2765,20240630,NM,51,0,39017,
27664,20240630,SB,51,0,25168,
27677,20240630,SM,41,859372,859372,810
27678,20240630,SI,51,0,97152,
2767,20240630,N,51,0,120902,
27683,20240630,SB,51,0,30287,
27686,20240630,SI,51,0,91255,
27697,20240630,SB,41,0,48308,
27711,20240630,SI,51,0,13915,
27716,20240630,SB,51,0,3340,
27723,20240630,SI,41,0,60505,
27727,20240630,SB,51,0,32977,
27742,20240630,SI,51,0,76481,
27752,20240630,SL,51,0,32566,
27760,20240630,SI,51,0,9458,
27763,20240630,SI,51,0,82178,
27767,20240630,SB,51,0,5938,
27774,20240630,SB,41,282621,282621,
2777,20240630,NM,51,0,235074,
27799,20240630,SI,51,0,144940,
2779,20240630,N,51,0,40467,
27806,20240630,SB,51,0,12102,
27811,20240630,SM,41,1029550,1029550,
27824,20240630,SL,51,0,35952,
27841,20240630,SB,51,0,1216,
27847,20240630,NM,51,0,878,
2784,20240630,NM,51,0,58710,
27872,20240630,SB,51,106880,106880,
2787,20240630,NM,51,0,45266,
27884,20240630,SB,51,0,27297,
27897,20240630,SI,51,0,2992,
27898,20240630,SL,51,0,8651,
27910,20240630,SB,51,0,5200,
27932,20240630,SB,51,0,93330,
27943,20240630,SI,51,0,98679,
2794,20240630,NM,51,0,15339,
27965,20240630,SB,51,0,52931,
27969,20240630,SB,51,0,51569,
27981,20240630,SB,41,751189,751189,
27989,20240630,NM,51,0,68484,
27998,20240630,SI,51,72115,72115,
28035,20240630,SI,51,0,29535,
2804,20240630,N,51,0,34638,
2805,20240630,NM,41,0,49386,
28060,20240630,SB,41,0,22508,
28063,20240630,SB,51,0,7335,
28080,20240630,SL,51,0,16897,
28088,20240630,NM,41,6282530,6282530,810
28094,20240630,N,41,780111,780111,
28103,20240630,SB,51,0,5445,
28105,20240630,N,51,0,94187,
28116,20240630,SI,51,394266,394266,
28151,20240630,NM,51,0,59546,
28155,20240630,SM,51,0,64702,
28157,20240630,SL,51,0,16199,
28167,20240630,SM,51,0,29102,
28178,20240630,SI,41,3019897,3019897,810
28186,20240630,SI,51,0,8259,
281,20240630,NM,41,0,14786,
28208,20240630,SB,51,0,72205,
28213,20240630,SB,51,0,66771,
28217,20240630,SB,51,0,14762,
28222,20240630,SI,51,0,18276,
28246,20240630,SB,51,0,11001,
28262,20240630,SI,51,408745,408745,
28263,20240630,N,51,485997,485997,
28266,20240630,SI,51,0,3081,
28277,20240630,SB,41,0,9472,
28288,20240630,SB,51,0,10640,
2828,20240630,NM,51,0,43171,
2829,20240630,NM,41,0,220216,
28302,20240630,SB,51,0,6814,
28314,20240630,SI,51,0,9367,
28315,20240630,SL,51,0,13207,
28316,20240630,SI,51,78416,78416,
2832,20240630,NM,51,453076,453076,
28332,20240630,SM,51,719696,719696,810
28348,20240630,NM,51,0,64014,
28349,20240630,SB,51,0,26218,
28359,20240630,N,41,5328543,5328543,
28362,20240630,NM,51,481971,481971,
28368,20240630,SB,41,0,101240,
28369,20240630,SB,51,0,3633,
28380,20240630,SM,41,0,313177,
2838,20240630,NM,41,0,55495,
28390,20240630,SB,51,0,250,
28396,20240630,NM,51,0,206562,
28400,20240630,NM,41,0,152492,
28401,20240630,SI,51,0,25672,
28405,20240630,NM,51,406777,406777,
28425,20240630,SB,51,0,20542,
28445,20240630,SB,51,0,19560,
28453,20240630,SI,41,476870,476870,
28463,20240630,SL,51,0,9542,
28471,20240630,SI,51,0,47647,
28478,20240630,SI,51,0,15662,
28480,20240630,SL,51,0,890,
28481,20240630,SB,51,0,30041,
28489,20240630,NM,41,4085105,4085105,
284,20240630,NM,51,0,22694,
28507,20240630,SB,51,0,8981,
2850,20240630,NM,51,0,88462,
28513,20240630,SI,41,306989,306989,
28515,20240630,SI,51,0,65323,
28530,20240630,SI,51,270121,270121,810
28533,20240630,NM,51,235029,235029,
28543,20240630,NM,41,0,5995,
28555,20240630,SL,51,0,11399,
28585,20240630,SB,51,0,3401,
28593,20240630,NM,51,0,250329,
28599,20240630,SI,51,0,71950,
28611,20240630,SI,41,0,2073,
28614,20240630,SI,51,0,26152,
28635,20240630,NM,51,0,15924,
28637,20240630,SB,51,0,3069,
28652,20240630,SB,51,0,3409,
28663,20240630,NM,51,0,1949,
28667,20240630,SB,51,0,10038,
28677,20240630,SL,51,0,3044,
28679,20240630,SI,41,199592,199592,
28701,20240630,SI,51,0,98887,
28703,20240630,SL,51,0,1306,
28706,20240630,SB,51,213398,213398,
28708,20240630,SI,41,0,64933,
28710,20240630,SB,41,1722066,1722066,
28712,20240630,SL,51,0,23698,
28722,20240630,SB,51,0,0,
28729,20240630,SI,51,0,50070,
28735,20240630,SB,51,0,45219,
28747,20240630,SI,51,0,28692,
28765,20240630,SI,41,1772623,1772623,
28769,20240630,SB,51,0,6785,
28778,20240630,NM,51,0,100422,810
28780,20240630,SB,51,0,13112,
28788,20240630,SI,51,359369,359369,
28790,20240630,SI,41,0,13834,
28793,20240630,SI,51,0,15979,
287,20240630,SM,51,237377,237377,
28805,20240630,SB,51,0,7282,
28808,20240630,N,51,210333,210333,
28812,20240630,SM,51,0,79376,
28818,20240630,SI,51,0,147576,
28834,20240630,SB,41,2915557,2915557,
28836,20240630,SI,51,0,91907,
28837,20240630,SM,51,0,46781,
28841,20240630,SI,51,0,19109,
28845,20240630,SB,51,324319,324319,
28859,20240630,SB,51,0,36171,
28860,20240630,SL,51,0,7416,
28865,20240630,SB,51,290748,290748,810
28868,20240630,SI,51,0,56110,
28870,20240630,SB,51,0,52203,
28894,20240630,SB,51,0,70773,820
288,20240630,NM,41,0,11714,
28905,20240630,SM,51,357856,357856,
28908,20240630,SI,51,0,16491,
28914,20240630,SB,51,0,74018,
28924,20240630,SB,51,0,30130,
28925,20240630,SI,51,0,43136,
28930,20240630,SM,51,0,127293,
28942,20240630,N,51,0,51587,
28949,20240630,SB,51,0,3888,
28983,20240630,SB,51,0,3539,
28989,20240630,NM,51,0,33336,
289,20240630,NM,51,0,44038,
29005,20240630,SB,51,0,72,
29009,20240630,SI,51,0,43388,
29011,20240630,NM,51,0,68497,
29012,20240630,NM,41,2073011,2073011,
29024,20240630,SI,51,0,64341,
29035,20240630,SB,51,0,30007,
29042,20240630,SB,51,265671,265671,
29047,20240630,SI,51,0,45981,820
29056,20240630,NM,41,0,85599,
29058,20240630,NM,51,269540,269540,
29059,20240630,SB,51,0,2867,
29061,20240630,SI,51,0,3300,
29066,20240630,SL,51,0,26802,
29087,20240630,SL,51,0,189981,
29089,20240630,SB,51,0,66229,
29090,20240630,SB,51,0,34438,
29093,20240630,SM,51,0,16969,
29120,20240630,SB,51,0,76571,
29121,20240630,SI,51,0,6994,
29135,20240630,SB,51,0,22587,
29140,20240630,SB,51,0,132876,
29143,20240630,NM,51,0,18412,
29147,20240630,SI,51,327848,327848,
29164,20240630,SB,51,0,29381,
29170,20240630,SI,41,0,105546,
29173,20240630,SB,51,0,26177,
29177,20240630,SM,51,0,139330,
29186,20240630,SI,51,0,3693,
29188,20240630,SI,51,0,25280,820
291,20240630,NM,51,0,21777,
29206,20240630,SI,51,0,9004,
29208,20240630,SI,51,0,9502,
29209,20240630,NM,41,2908362,2908362,
29227,20240630,SI,51,0,87784,
29231,20240630,SB,51,0,26395,
29238,20240630,SB,51,0,4285,
29241,20240630,SB,51,0,4697,
29268,20240630,SB,51,0,1208,
29293,20240630,SB,41,0,34421,
29294,20240630,SB,51,0,109221,
292,20240630,SM,51,279781,279781,
29331,20240630,SL,51,0,84009,
29332,20240630,NM,51,0,231417,
29345,20240630,SB,51,0,8335,
29357,20240630,SB,41,0,9009,
29379,20240630,SB,51,0,91,
29384,20240630,SB,51,0,26093,
29399,20240630,SB,51,0,2048,
29426,20240630,SB,51,0,3555,
29430,20240630,SI,51,0,1627,
29449,20240630,SB,51,0,2660,
2945,20240630,NM,51,0,56617,
29471,20240630,SI,51,0,3704,
29476,20240630,SB,51,0,77750,
29486,20240630,SB,51,0,6976,
29488,20240630,SB,51,333464,333464,
29490,20240630,SB,51,0,768,
29495,20240630,SB,51,0,23923,
29496,20240630,SB,51,0,45973,
29510,20240630,N,51,0,146200,
29517,20240630,SL,51,0,6904,
29520,20240630,SI,51,446980,446980,
29521,20240630,SB,41,0,6675,
29523,20240630,NM,41,511242,511242,
29535,20240630,SI,51,0,16359,
29537,20240630,SB,51,0,205543,
29546,20240630,NM,41,1460456,1460456,
29548,20240630,NM,41,0,128686,
29566,20240630,SB,31,565850,565850,810
29571,20240630,NM,51,0,17911,
29577,20240630,SL,51,0,13762,
29578,20240630,SB,51,0,30068,
