CERT,NAME,date,Ridge,MLP,Low equity/assets,Largest deposits,PCA,Isolation Forest 42,Isolation Forest 7,Isolation Forest 99,Autoencoder 42,Autoencoder 7,Autoencoder 99,PCA without size,Isolation Forest 42 without size,Isolation Forest 7 without size,Isolation Forest 99 without size,Autoencoder 42 without size,Autoencoder 7 without size,Autoencoder 99 without size
51,BANK OF VERNON,2024-03-31,-0.019840803,-0.013386643,-0.16780281136224146,277398,0.06893887122168066,0.3982807483824384,0.41423609332371336,0.40731342202020143,0.09438589216153098,0.08722092203574144,0.10825942360423393,0.07826497659360959,0.4140741477143477,0.41865707791474693,0.4174792536002877,0.10864959954240537,0.12887747814335823,0.11339486342379632
51,BANK OF VERNON,2024-06-30,-0.020885075,-0.012117059,-0.17047751501258168,279396,0.020662273102275596,0.38373810113481327,0.40100907997427776,0.39737503135479185,0.030447106621605192,0.029968813556479068,0.03321593022025626,0.025382550350254746,0.40614274624076846,0.40570020500193904,0.40170858270579274,0.03880027655547715,0.03542304137491978,0.035319965872069536
51,BANK OF VERNON,2024-09-30,-0.019948924,-0.025408331,-0.1669686132743682,298472,0.021506806412285067,0.3873074392963184,0.3997981374514544,0.4010060751598962,0.025901977195038384,0.035921250877675545,0.0417875078894863,0.01982222132596132,0.40964319668701216,0.405526486079194,0.407136086603094,0.03355102081261777,0.04175418969457117,0.03800707744853611
52,CITIZENS BANK OF WINFIELD,2024-03-31,-0.0020324902,0.023681803,-0.07514760799354057,269241,0.08181988694057872,0.47551713227178743,0.47325840646715966,0.480685529294715,0.12436316525239018,0.10344662404615908,0.12441483562769795,0.08267301745083863,0.5107384164508706,0.5023617206259224,0.4949330703987738,0.11260493356075983,0.13609858360302324,0.11901775810725866
52,CITIZENS BANK OF WINFIELD,2024-06-30,-0.00095336104,-0.017203888,-0.07797396246865036,227954,0.062342686884569384,0.47503323784943535,0.4841314722838073,0.4712580917113789,0.1691111578985775,0.1687220257361332,0.19559378492534296,0.06967468838199462,0.5072418991217948,0.49566611212760825,0.5005877266319874,0.1235020693090941,0.18142338049835682,0.24068792344253637
52,CITIZENS BANK OF WINFIELD,2024-09-30,-0.0038659612,0.00504541,-0.09649883294431477,229797,0.051104025613556835,0.46988444265048784,0.46353529802506566,0.47141596682725645,0.1817794047957944,0.16940320489734398,0.18089472353804253,0.05992308329606982,0.4894608809384716,0.49601428772531647,0.5009785083485109,0.16445308494199368,0.1939080764650437,0.2002299757667096
54,EXCHANGE BANK OF ALABAMA,2024-03-31,-0.015143433,-0.0072451155,-0.11027373316097981,324626,0.05605705383132066,0.3745719400466718,0.3793649756770944,0.37547422584928947,0.09293121429138848,0.07510440855614262,0.0844730126311904,0.06546991304330724,0.3791982932894408,0.3767244199134475,0.37456813273785206,0.08390879593687671,0.09898528237011679,0.091744907388295
54,EXCHANGE BANK OF ALABAMA,2024-06-30,-0.015187986,-0.0020943705,-0.11188532483095096,328413,0.03969649732999312,0.37165463171029106,0.37046784455566106,0.37183198230482606,0.06647466851684773,0.0581140099837615,0.062184408362889784,0.04168752682804451,0.3720792504789462,0.37334659759649863,0.36551828159857724,0.06881663109520658,0.05305358125809506,0.06881369829415683
54,EXCHANGE BANK OF ALABAMA,2024-09-30,-0.016759256,-0.007952023,-0.12188172977889541,324623,0.02051539621581474,0.3685715909072136,0.37017283769221215,0.36776751009981246,0.05124723779303343,0.04047656754414682,0.046038484877801586,0.021961611912725137,0.37191807248779546,0.37101251938466,0.3636594669333141,0.03821344342550578,0.05254893191861479,0.04026947426408786
58,UNITED BANK,2024-03-31,-0.019332772,-0.0175922,-0.11381478109017287,1008343,0.09311833615071863,0.40102414407421627,0.40977038990551506,0.41069412913283593,0.1352577741952034,0.13323627740598026,0.15836454336864852,0.11014504760209524,0.40348108300586727,0.3920643616715744,0.4027460670125114,0.1645982102258295,0.17413509272400893,0.17053470961945136
58,UNITED BANK,2024-06-30,-0.021335006,-0.018745298,-0.11791699448588379,1005866,0.09059263381824659,0.3933204411635082,0.39680856946836707,0.4019674210696505,0.15036110274727385,0.13623357230027727,0.1525349862374473,0.09195626526865727,0.38453434563518735,0.38825896236113505,0.38181904106693415,0.17006264770465665,0.15736019510265373,0.17023510676394382
58,UNITED BANK,2024-09-30,-0.021201368,-0.021284327,-0.13070182783212048,1154084,0.04786236128659407,0.38433142242859997,0.3889270766222938,0.3931959896214538,0.12957687189371242,0.11946987770756139,0.13532820646865912,0.042752089642356515,0.38240467689751284,0.37558383546946966,0.377803946149374,0.14098536125272498,0.15136070712644864,0.14141228358388902
70,PEOPLES EXCHANGE BANK,2024-03-31,-0.013816687,-0.017763736,-0.09774960446331918,86306,0.024614790960960767,0.36642704822547334,0.367883420880534,0.36679409132921165,0.03331211981576027,0.032506649604418784,0.0362605223377172,0.019322985135158663,0.3693792230240505,0.36828336675107304,0.36198259159747936,0.04279537536305113,0.046456198662987495,0.03737126856768817
70,PEOPLES EXCHANGE BANK,2024-06-30,-0.014651774,-0.0042070323,-0.09823907231174259,87671,0.018313538429836664,0.3645066951918587,0.3657628490269891,0.36521219537780697,0.028562861169517957,0.024588448865931343,0.028426695600747863,0.022325307344498183,0.3673018593863734,0.36484412365686714,0.3607320530845246,0.0362117162272876,0.03551852058253105,0.03398718533428239
70,PEOPLES EXCHANGE BANK,2024-09-30,-0.014738504,-0.010359151,-0.10381679389312977,88137,0.01760163906918203,0.3585226106718744,0.36323079260115065,0.3632152765175351,0.022466201021192206,0.021979517438103814,0.024376356886951313,0.019151154361499834,0.36050785516036277,0.3653343056076845,0.3582902769495145,0.026792647828568765,0.02786593502867335,0.02595619206839185
