CERT,Quarter,Model,Selected,Hit
1391,2024-09-30,Size-only Ridge,1,0
1399,2024-09-30,Size-only Ridge,0,0
1402,2024-09-30,Size-only Ridge,0,0
1409,2024-09-30,Size-only Ridge,0,0
1413,2024-09-30,Size-only Ridge,0,0
1415,2024-09-30,Size-only Ridge,0,0
1417,2024-09-30,Size-only Ridge,0,0
1418,2024-09-30,Size-only Ridge,0,0
1426,2024-09-30,Size-only Ridge,0,0
1427,2024-09-30,Size-only Ridge,0,0
1434,2024-09-30,Size-only Ridge,0,0
1435,2024-09-30,Size-only Ridge,0,0
1438,2024-09-30,Size-only Ridge,0,0
1439,2024-09-30,Size-only Ridge,0,0
1464,2024-09-30,Size-only Ridge,0,0
1468,2024-09-30,Size-only Ridge,0,0
1475,2024-09-30,Size-only Ridge,0,0
1484,2024-09-30,Size-only Ridge,0,0
1487,2024-09-30,Size-only Ridge,0,0
1497,2024-09-30,Size-only Ridge,0,0
1513,2024-09-30,Size-only Ridge,0,0
1527,2024-09-30,Size-only Ridge,0,0
1528,2024-09-30,Size-only Ridge,0,0
1536,2024-09-30,Size-only Ridge,0,0
1545,2024-09-30,Size-only Ridge,0,0
1547,2024-09-30,Size-only Ridge,0,0
1550,2024-09-30,Size-only Ridge,0,0
1552,2024-09-30,Size-only Ridge,0,0
1553,2024-09-30,Size-only Ridge,0,0
1556,2024-09-30,Size-only Ridge,0,0
1562,2024-09-30,Size-only Ridge,0,0
1566,2024-09-30,Size-only Ridge,0,0
1596,2024-09-30,Size-only Ridge,1,1
1600,2024-09-30,Size-only Ridge,0,0
1604,2024-09-30,Size-only Ridge,0,0
1607,2024-09-30,Size-only Ridge,0,0
1609,2024-09-30,Size-only Ridge,0,0
1610,2024-09-30,Size-only Ridge,0,0
1611,2024-09-30,Size-only Ridge,0,0
1612,2024-09-30,Size-only Ridge,0,0
1616,2024-09-30,Size-only Ridge,0,0
1617,2024-09-30,Size-only Ridge,0,0
1622,2024-09-30,Size-only Ridge,1,0
1639,2024-09-30,Size-only Ridge,0,0
1654,2024-09-30,Size-only Ridge,0,0
1655,2024-09-30,Size-only Ridge,0,0
1660,2024-09-30,Size-only Ridge,0,0
1673,2024-09-30,Size-only Ridge,0,0
1675,2024-09-30,Size-only Ridge,1,0
1678,2024-09-30,Size-only Ridge,0,0
1686,2024-09-30,Size-only Ridge,0,0
1687,2024-09-30,Size-only Ridge,1,0
1693,2024-09-30,Size-only Ridge,0,0
1696,2024-09-30,Size-only Ridge,0,0
1700,2024-09-30,Size-only Ridge,0,0
1705,2024-09-30,Size-only Ridge,0,0
1711,2024-09-30,Size-only Ridge,0,0
1713,2024-09-30,Size-only Ridge,0,0
1715,2024-09-30,Size-only Ridge,0,0
1720,2024-09-30,Size-only Ridge,0,0
1730,2024-09-30,Size-only Ridge,0,0
1735,2024-09-30,Size-only Ridge,0,0
1745,2024-09-30,Size-only Ridge,0,0
1753,2024-09-30,Size-only Ridge,0,0
1756,2024-09-30,Size-only Ridge,0,0
1768,2024-09-30,Size-only Ridge,0,0
1778,2024-09-30,Size-only Ridge,0,0
1779,2024-09-30,Size-only Ridge,0,0
1780,2024-09-30,Size-only Ridge,0,0
1781,2024-09-30,Size-only Ridge,0,0
1786,2024-09-30,Size-only Ridge,0,0
1808,2024-09-30,Size-only Ridge,0,0
1821,2024-09-30,Size-only Ridge,0,0
1829,2024-09-30,Size-only Ridge,1,0
1833,2024-09-30,Size-only Ridge,0,0
1839,2024-09-30,Size-only Ridge,0,0
1843,2024-09-30,Size-only Ridge,0,0
1847,2024-09-30,Size-only Ridge,0,0
1849,2024-09-30,Size-only Ridge,0,0
1852,2024-09-30,Size-only Ridge,0,0
1857,2024-09-30,Size-only Ridge,0,0
1860,2024-09-30,Size-only Ridge,1,1
1865,2024-09-30,Size-only Ridge,0,0
1867,2024-09-30,Size-only Ridge,0,0
1868,2024-09-30,Size-only Ridge,0,0
1869,2024-09-30,Size-only Ridge,0,0
1874,2024-09-30,Size-only Ridge,0,0
1895,2024-09-30,Size-only Ridge,0,0
1900,2024-09-30,Size-only Ridge,0,0
1903,2024-09-30,Size-only Ridge,0,0
1905,2024-09-30,Size-only Ridge,0,0
1906,2024-09-30,Size-only Ridge,0,0
1908,2024-09-30,Size-only Ridge,0,0
1913,2024-09-30,Size-only Ridge,0,0
1929,2024-09-30,Size-only Ridge,1,0
1931,2024-09-30,Size-only Ridge,0,0
1933,2024-09-30,Size-only Ridge,0,0
1936,2024-09-30,Size-only Ridge,0,0
1937,2024-09-30,Size-only Ridge,0,0
1941,2024-09-30,Size-only Ridge,0,0
1945,2024-09-30,Size-only Ridge,0,0
1946,2024-09-30,Size-only Ridge,0,0
1956,2024-09-30,Size-only Ridge,0,0
1964,2024-09-30,Size-only Ridge,0,0
1972,2024-09-30,Size-only Ridge,0,0
1978,2024-09-30,Size-only Ridge,0,0
1980,2024-09-30,Size-only Ridge,0,0
1982,2024-09-30,Size-only Ridge,0,0
1983,2024-09-30,Size-only Ridge,0,0
1986,2024-09-30,Size-only Ridge,1,0
1992,2024-09-30,Size-only Ridge,0,0
1993,2024-09-30,Size-only Ridge,0,0
2036,2024-09-30,Size-only Ridge,0,0
2057,2024-09-30,Size-only Ridge,0,0
2068,2024-09-30,Size-only Ridge,0,0
2093,2024-09-30,Size-only Ridge,0,0
2102,2024-09-30,Size-only Ridge,0,0
2107,2024-09-30,Size-only Ridge,0,0
2138,2024-09-30,Size-only Ridge,0,0
2145,2024-09-30,Size-only Ridge,0,0
2154,2024-09-30,Size-only Ridge,0,0
2157,2024-09-30,Size-only Ridge,0,0
2160,2024-09-30,Size-only Ridge,0,0
2205,2024-09-30,Size-only Ridge,0,0
2208,2024-09-30,Size-only Ridge,0,0
2224,2024-09-30,Size-only Ridge,0,0
2228,2024-09-30,Size-only Ridge,0,0
2229,2024-09-30,Size-only Ridge,0,0
2232,2024-09-30,Size-only Ridge,0,0
2240,2024-09-30,Size-only Ridge,0,0
2241,2024-09-30,Size-only Ridge,0,0
2244,2024-09-30,Size-only Ridge,0,0
2247,2024-09-30,Size-only Ridge,0,0
2249,2024-09-30,Size-only Ridge,0,0
2270,2024-09-30,Size-only Ridge,0,0
2273,2024-09-30,Size-only Ridge,0,0
2284,2024-09-30,Size-only Ridge,0,0
2285,2024-09-30,Size-only Ridge,0,0
2286,2024-09-30,Size-only Ridge,0,0
2290,2024-09-30,Size-only Ridge,0,0
2300,2024-09-30,Size-only Ridge,0,0
2301,2024-09-30,Size-only Ridge,0,0
2308,2024-09-30,Size-only Ridge,1,0
2315,2024-09-30,Size-only Ridge,0,0
2317,2024-09-30,Size-only Ridge,0,0
2320,2024-09-30,Size-only Ridge,0,0
2326,2024-09-30,Size-only Ridge,0,0
2327,2024-09-30,Size-only Ridge,0,0
2328,2024-09-30,Size-only Ridge,0,0
2331,2024-09-30,Size-only Ridge,1,0
2359,2024-09-30,Size-only Ridge,0,0
2379,2024-09-30,Size-only Ridge,0,0
2380,2024-09-30,Size-only Ridge,0,0
2391,2024-09-30,Size-only Ridge,0,0
2443,2024-09-30,Size-only Ridge,0,0
2444,2024-09-30,Size-only Ridge,0,0
2448,2024-09-30,Size-only Ridge,0,0
2452,2024-09-30,Size-only Ridge,0,0
2453,2024-09-30,Size-only Ridge,0,0
2455,2024-09-30,Size-only Ridge,0,0
2467,2024-09-30,Size-only Ridge,0,0
2468,2024-09-30,Size-only Ridge,0,0
2469,2024-09-30,Size-only Ridge,0,0
2477,2024-09-30,Size-only Ridge,0,0
2482,2024-09-30,Size-only Ridge,0,0
2496,2024-09-30,Size-only Ridge,0,0
2608,2024-09-30,Size-only Ridge,0,0
2616,2024-09-30,Size-only Ridge,0,0
2682,2024-09-30,Size-only Ridge,0,0
2691,2024-09-30,Size-only Ridge,0,0
2695,2024-09-30,Size-only Ridge,0,0
2700,2024-09-30,Size-only Ridge,0,0
2708,2024-09-30,Size-only Ridge,0,0
2710,2024-09-30,Size-only Ridge,0,0
2711,2024-09-30,Size-only Ridge,0,0
2718,2024-09-30,Size-only Ridge,0,0
2720,2024-09-30,Size-only Ridge,0,0
2723,2024-09-30,Size-only Ridge,0,0
2725,2024-09-30,Size-only Ridge,0,0
2733,2024-09-30,Size-only Ridge,0,0
2735,2024-09-30,Size-only Ridge,0,0
2738,2024-09-30,Size-only Ridge,0,0
2740,2024-09-30,Size-only Ridge,0,0
2750,2024-09-30,Size-only Ridge,0,0
2753,2024-09-30,Size-only Ridge,0,0
2754,2024-09-30,Size-only Ridge,0,0
2759,2024-09-30,Size-only Ridge,0,0
2765,2024-09-30,Size-only Ridge,0,0
2767,2024-09-30,Size-only Ridge,0,0
2777,2024-09-30,Size-only Ridge,0,0
2779,2024-09-30,Size-only Ridge,0,0
2784,2024-09-30,Size-only Ridge,0,0
2787,2024-09-30,Size-only Ridge,0,0
2794,2024-09-30,Size-only Ridge,1,0
2804,2024-09-30,Size-only Ridge,0,0
2805,2024-09-30,Size-only Ridge,0,0
2828,2024-09-30,Size-only Ridge,0,0
2829,2024-09-30,Size-only Ridge,0,0
2832,2024-09-30,Size-only Ridge,0,0
2838,2024-09-30,Size-only Ridge,0,0
2850,2024-09-30,Size-only Ridge,0,0
2945,2024-09-30,Size-only Ridge,0,0
2987,2024-09-30,Size-only Ridge,0,0
3017,2024-09-30,Size-only Ridge,0,0
3018,2024-09-30,Size-only Ridge,1,1
3019,2024-09-30,Size-only Ridge,0,0
3029,2024-09-30,Size-only Ridge,0,0
3031,2024-09-30,Size-only Ridge,0,0
3034,2024-09-30,Size-only Ridge,0,0
3063,2024-09-30,Size-only Ridge,0,0
3066,2024-09-30,Size-only Ridge,0,0
3067,2024-09-30,Size-only Ridge,0,0
3075,2024-09-30,Size-only Ridge,0,0
3076,2024-09-30,Size-only Ridge,0,0
3078,2024-09-30,Size-only Ridge,0,0
3079,2024-09-30,Size-only Ridge,0,0
3087,2024-09-30,Size-only Ridge,0,0
3091,2024-09-30,Size-only Ridge,0,0
3098,2024-09-30,Size-only Ridge,0,0
3099,2024-09-30,Size-only Ridge,0,0
3103,2024-09-30,Size-only Ridge,0,0
3108,2024-09-30,Size-only Ridge,0,0
3109,2024-09-30,Size-only Ridge,0,0
3110,2024-09-30,Size-only Ridge,0,0
3113,2024-09-30,Size-only Ridge,0,0
3121,2024-09-30,Size-only Ridge,0,0
3126,2024-09-30,Size-only Ridge,0,0
3127,2024-09-30,Size-only Ridge,0,0
3133,2024-09-30,Size-only Ridge,0,0
3140,2024-09-30,Size-only Ridge,0,0
3144,2024-09-30,Size-only Ridge,0,0
3149,2024-09-30,Size-only Ridge,1,0
3158,2024-09-30,Size-only Ridge,1,0
3161,2024-09-30,Size-only Ridge,0,0
3170,2024-09-30,Size-only Ridge,0,0
3178,2024-09-30,Size-only Ridge,0,0
3179,2024-09-30,Size-only Ridge,0,0
3182,2024-09-30,Size-only Ridge,0,0
3183,2024-09-30,Size-only Ridge,0,0
3184,2024-09-30,Size-only Ridge,0,0
3190,2024-09-30,Size-only Ridge,0,0
3193,2024-09-30,Size-only Ridge,0,0
3195,2024-09-30,Size-only Ridge,0,0
3197,2024-09-30,Size-only Ridge,0,0
3206,2024-09-30,Size-only Ridge,0,0
3210,2024-09-30,Size-only Ridge,0,0
3217,2024-09-30,Size-only Ridge,0,0
3218,2024-09-30,Size-only Ridge,0,0
3219,2024-09-30,Size-only Ridge,0,0
3225,2024-09-30,Size-only Ridge,0,0
3226,2024-09-30,Size-only Ridge,0,0
3228,2024-09-30,Size-only Ridge,0,0
3230,2024-09-30,Size-only Ridge,0,0
3232,2024-09-30,Size-only Ridge,1,0
3237,2024-09-30,Size-only Ridge,1,0
3248,2024-09-30,Size-only Ridge,0,0
3250,2024-09-30,Size-only Ridge,0,0
3255,2024-09-30,Size-only Ridge,0,0
3256,2024-09-30,Size-only Ridge,0,0
3268,2024-09-30,Size-only Ridge,0,0
3269,2024-09-30,Size-only Ridge,0,0
3275,2024-09-30,Size-only Ridge,0,0
3276,2024-09-30,Size-only Ridge,0,0
3279,2024-09-30,Size-only Ridge,0,0
3285,2024-09-30,Size-only Ridge,0,0
3286,2024-09-30,Size-only Ridge,0,0
3289,2024-09-30,Size-only Ridge,0,0
3292,2024-09-30,Size-only Ridge,0,0
3293,2024-09-30,Size-only Ridge,0,0
3301,2024-09-30,Size-only Ridge,0,0
3302,2024-09-30,Size-only Ridge,0,0
3303,2024-09-30,Size-only Ridge,1,0
3305,2024-09-30,Size-only Ridge,0,0
3320,2024-09-30,Size-only Ridge,0,0
3325,2024-09-30,Size-only Ridge,0,0
3327,2024-09-30,Size-only Ridge,0,0
3330,2024-09-30,Size-only Ridge,0,0
3335,2024-09-30,Size-only Ridge,1,0
3336,2024-09-30,Size-only Ridge,0,0
3337,2024-09-30,Size-only Ridge,0,0
3339,2024-09-30,Size-only Ridge,0,0
3342,2024-09-30,Size-only Ridge,0,0
3351,2024-09-30,Size-only Ridge,1,0
3368,2024-09-30,Size-only Ridge,0,0
3376,2024-09-30,Size-only Ridge,0,0
3384,2024-09-30,Size-only Ridge,0,0
3387,2024-09-30,Size-only Ridge,0,0
3388,2024-09-30,Size-only Ridge,0,0
3389,2024-09-30,Size-only Ridge,0,0
3399,2024-09-30,Size-only Ridge,0,0
3400,2024-09-30,Size-only Ridge,0,0
3401,2024-09-30,Size-only Ridge,0,0
3405,2024-09-30,Size-only Ridge,0,0
3430,2024-09-30,Size-only Ridge,0,0
3440,2024-09-30,Size-only Ridge,0,0
3510,2024-09-30,Size-only Ridge,0,0
3511,2024-09-30,Size-only Ridge,0,0
3579,2024-09-30,Size-only Ridge,0,0
3599,2024-09-30,Size-only Ridge,0,0
3600,2024-09-30,Size-only Ridge,1,1
3601,2024-09-30,Size-only Ridge,1,0
3603,2024-09-30,Size-only Ridge,0,0
3612,2024-09-30,Size-only Ridge,0,0
3614,2024-09-30,Size-only Ridge,0,0
3639,2024-09-30,Size-only Ridge,0,0
3657,2024-09-30,Size-only Ridge,0,0
3661,2024-09-30,Size-only Ridge,0,0
3664,2024-09-30,Size-only Ridge,0,0
3674,2024-09-30,Size-only Ridge,0,0
3677,2024-09-30,Size-only Ridge,0,0
3688,2024-09-30,Size-only Ridge,0,0
3691,2024-09-30,Size-only Ridge,0,0
3693,2024-09-30,Size-only Ridge,1,0
3698,2024-09-30,Size-only Ridge,0,0
3701,2024-09-30,Size-only Ridge,0,0
3702,2024-09-30,Size-only Ridge,0,0
3705,2024-09-30,Size-only Ridge,0,0
3711,2024-09-30,Size-only Ridge,0,0
3713,2024-09-30,Size-only Ridge,0,0
3719,2024-09-30,Size-only Ridge,0,0
3720,2024-09-30,Size-only Ridge,0,0
3722,2024-09-30,Size-only Ridge,0,0
3732,2024-09-30,Size-only Ridge,0,0
3745,2024-09-30,Size-only Ridge,0,0
3747,2024-09-30,Size-only Ridge,0,0
3749,2024-09-30,Size-only Ridge,0,0
3759,2024-09-30,Size-only Ridge,0,0
3761,2024-09-30,Size-only Ridge,0,0
3762,2024-09-30,Size-only Ridge,0,0
3770,2024-09-30,Size-only Ridge,1,0
3775,2024-09-30,Size-only Ridge,0,0
3777,2024-09-30,Size-only Ridge,0,0
3787,2024-09-30,Size-only Ridge,0,0
3792,2024-09-30,Size-only Ridge,0,0
3799,2024-09-30,Size-only Ridge,0,0
3805,2024-09-30,Size-only Ridge,1,0
3807,2024-09-30,Size-only Ridge,0,0
3808,2024-09-30,Size-only Ridge,0,0
3809,2024-09-30,Size-only Ridge,0,0
3814,2024-09-30,Size-only Ridge,0,0
3818,2024-09-30,Size-only Ridge,0,0
3821,2024-09-30,Size-only Ridge,0,0
3826,2024-09-30,Size-only Ridge,1,0
3827,2024-09-30,Size-only Ridge,0,0
3830,2024-09-30,Size-only Ridge,0,0
3832,2024-09-30,Size-only Ridge,0,0
3834,2024-09-30,Size-only Ridge,0,0
3837,2024-09-30,Size-only Ridge,0,0
3840,2024-09-30,Size-only Ridge,0,0
3842,2024-09-30,Size-only Ridge,0,0
3846,2024-09-30,Size-only Ridge,0,0
3850,2024-09-30,Size-only Ridge,1,1
3854,2024-09-30,Size-only Ridge,0,0
3863,2024-09-30,Size-only Ridge,0,0
3864,2024-09-30,Size-only Ridge,0,0
3869,2024-09-30,Size-only Ridge,0,0
3873,2024-09-30,Size-only Ridge,0,0
3887,2024-09-30,Size-only Ridge,0,0
3890,2024-09-30,Size-only Ridge,0,0
3896,2024-09-30,Size-only Ridge,0,0
3902,2024-09-30,Size-only Ridge,0,0
3919,2024-09-30,Size-only Ridge,1,0
3931,2024-09-30,Size-only Ridge,0,0
3934,2024-09-30,Size-only Ridge,1,1
3973,2024-09-30,Size-only Ridge,0,0
3977,2024-09-30,Size-only Ridge,0,0
3985,2024-09-30,Size-only Ridge,1,0
3999,2024-09-30,Size-only Ridge,0,0
4009,2024-09-30,Size-only Ridge,0,0
4016,2024-09-30,Size-only Ridge,0,0
4028,2024-09-30,Size-only Ridge,0,0
4029,2024-09-30,Size-only Ridge,0,0
4031,2024-09-30,Size-only Ridge,0,0
4032,2024-09-30,Size-only Ridge,0,0
4033,2024-09-30,Size-only Ridge,0,0
4037,2024-09-30,Size-only Ridge,0,0
4041,2024-09-30,Size-only Ridge,0,0
4042,2024-09-30,Size-only Ridge,0,0
4048,2024-09-30,Size-only Ridge,0,0
4049,2024-09-30,Size-only Ridge,0,0
4050,2024-09-30,Size-only Ridge,0,0
4051,2024-09-30,Size-only Ridge,1,0
4054,2024-09-30,Size-only Ridge,0,0
4059,2024-09-30,Size-only Ridge,0,0
4061,2024-09-30,Size-only Ridge,0,0
4062,2024-09-30,Size-only Ridge,0,0
4063,2024-09-30,Size-only Ridge,0,0
4067,2024-09-30,Size-only Ridge,0,0
4071,2024-09-30,Size-only Ridge,0,0
4076,2024-09-30,Size-only Ridge,0,0
4084,2024-09-30,Size-only Ridge,0,0
4086,2024-09-30,Size-only Ridge,0,0
4087,2024-09-30,Size-only Ridge,0,0
4091,2024-09-30,Size-only Ridge,0,0
4092,2024-09-30,Size-only Ridge,0,0
4094,2024-09-30,Size-only Ridge,0,0
4097,2024-09-30,Size-only Ridge,0,0
4098,2024-09-30,Size-only Ridge,1,0
4111,2024-09-30,Size-only Ridge,0,0
4122,2024-09-30,Size-only Ridge,1,1
4123,2024-09-30,Size-only Ridge,0,0
4132,2024-09-30,Size-only Ridge,0,0
4144,2024-09-30,Size-only Ridge,1,1
4145,2024-09-30,Size-only Ridge,0,0
4146,2024-09-30,Size-only Ridge,0,0
4147,2024-09-30,Size-only Ridge,0,0
4148,2024-09-30,Size-only Ridge,0,0
4160,2024-09-30,Size-only Ridge,0,0
4170,2024-09-30,Size-only Ridge,0,0
4173,2024-09-30,Size-only Ridge,0,0
4178,2024-09-30,Size-only Ridge,0,0
4185,2024-09-30,Size-only Ridge,0,0
4187,2024-09-30,Size-only Ridge,0,0
4190,2024-09-30,Size-only Ridge,0,0
4193,2024-09-30,Size-only Ridge,0,0
4196,2024-09-30,Size-only Ridge,0,0
4208,2024-09-30,Size-only Ridge,0,0
4209,2024-09-30,Size-only Ridge,1,0
4211,2024-09-30,Size-only Ridge,0,0
4214,2024-09-30,Size-only Ridge,0,0
4217,2024-09-30,Size-only Ridge,0,0
4222,2024-09-30,Size-only Ridge,1,0
4228,2024-09-30,Size-only Ridge,0,0
4232,2024-09-30,Size-only Ridge,0,0
4235,2024-09-30,Size-only Ridge,0,0
4236,2024-09-30,Size-only Ridge,0,0
4239,2024-09-30,Size-only Ridge,0,0
4241,2024-09-30,Size-only Ridge,0,0
4255,2024-09-30,Size-only Ridge,0,0
4256,2024-09-30,Size-only Ridge,0,0
4288,2024-09-30,Size-only Ridge,0,0
4290,2024-09-30,Size-only Ridge,0,0
4297,2024-09-30,Size-only Ridge,0,0
4318,2024-09-30,Size-only Ridge,0,0
4319,2024-09-30,Size-only Ridge,0,0
4324,2024-09-30,Size-only Ridge,0,0
4360,2024-09-30,Size-only Ridge,0,0
4364,2024-09-30,Size-only Ridge,0,0
4365,2024-09-30,Size-only Ridge,0,0
4382,2024-09-30,Size-only Ridge,0,0
4398,2024-09-30,Size-only Ridge,0,0
4419,2024-09-30,Size-only Ridge,0,0
4432,2024-09-30,Size-only Ridge,0,0
4433,2024-09-30,Size-only Ridge,0,0
4439,2024-09-30,Size-only Ridge,0,0
4457,2024-09-30,Size-only Ridge,1,0
4464,2024-09-30,Size-only Ridge,0,0
4465,2024-09-30,Size-only Ridge,0,0
4476,2024-09-30,Size-only Ridge,0,0
4477,2024-09-30,Size-only Ridge,0,0
4482,2024-09-30,Size-only Ridge,0,0
4494,2024-09-30,Size-only Ridge,1,1
4506,2024-09-30,Size-only Ridge,0,0
4511,2024-09-30,Size-only Ridge,0,0
4514,2024-09-30,Size-only Ridge,0,0
4519,2024-09-30,Size-only Ridge,0,0
4526,2024-09-30,Size-only Ridge,0,0
4539,2024-09-30,Size-only Ridge,0,0
4540,2024-09-30,Size-only Ridge,0,0
4549,2024-09-30,Size-only Ridge,0,0
4556,2024-09-30,Size-only Ridge,0,0
4598,2024-09-30,Size-only Ridge,0,0
4611,2024-09-30,Size-only Ridge,0,0
4619,2024-09-30,Size-only Ridge,0,0
4621,2024-09-30,Size-only Ridge,0,0
4624,2024-09-30,Size-only Ridge,0,0
4630,2024-09-30,Size-only Ridge,0,0
4636,2024-09-30,Size-only Ridge,0,0
4638,2024-09-30,Size-only Ridge,0,0
4649,2024-09-30,Size-only Ridge,0,0
4652,2024-09-30,Size-only Ridge,1,0
4654,2024-09-30,Size-only Ridge,1,0
4660,2024-09-30,Size-only Ridge,0,0
4664,2024-09-30,Size-only Ridge,0,0
4666,2024-09-30,Size-only Ridge,0,0
4668,2024-09-30,Size-only Ridge,1,0
4673,2024-09-30,Size-only Ridge,0,0
4678,2024-09-30,Size-only Ridge,0,0
4683,2024-09-30,Size-only Ridge,1,0
4690,2024-09-30,Size-only Ridge,0,0
4693,2024-09-30,Size-only Ridge,0,0
4697,2024-09-30,Size-only Ridge,0,0
4702,2024-09-30,Size-only Ridge,0,0
4705,2024-09-30,Size-only Ridge,0,0
4707,2024-09-30,Size-only Ridge,0,0
4722,2024-09-30,Size-only Ridge,0,0
4728,2024-09-30,Size-only Ridge,1,0
4735,2024-09-30,Size-only Ridge,0,0
4746,2024-09-30,Size-only Ridge,0,0
4752,2024-09-30,Size-only Ridge,0,0
4756,2024-09-30,Size-only Ridge,0,0
4766,2024-09-30,Size-only Ridge,0,0
4767,2024-09-30,Size-only Ridge,0,0
4769,2024-09-30,Size-only Ridge,0,0
4770,2024-09-30,Size-only Ridge,1,0
4773,2024-09-30,Size-only Ridge,0,0
4774,2024-09-30,Size-only Ridge,1,0
4775,2024-09-30,Size-only Ridge,0,0
4778,2024-09-30,Size-only Ridge,0,0
4779,2024-09-30,Size-only Ridge,0,0
4789,2024-09-30,Size-only Ridge,0,0
4791,2024-09-30,Size-only Ridge,0,0
4792,2024-09-30,Size-only Ridge,1,0
4794,2024-09-30,Size-only Ridge,0,0
4796,2024-09-30,Size-only Ridge,0,0
4799,2024-09-30,Size-only Ridge,0,0
4801,2024-09-30,Size-only Ridge,0,0
4832,2024-09-30,Size-only Ridge,0,0
4857,2024-09-30,Size-only Ridge,0,0
4865,2024-09-30,Size-only Ridge,0,0
4931,2024-09-30,Size-only Ridge,0,0
4945,2024-09-30,Size-only Ridge,0,0
4952,2024-09-30,Size-only Ridge,0,0
4958,2024-09-30,Size-only Ridge,0,0
4960,2024-09-30,Size-only Ridge,0,0
4972,2024-09-30,Size-only Ridge,0,0
4977,2024-09-30,Size-only Ridge,0,0
4988,2024-09-30,Size-only Ridge,0,0
4993,2024-09-30,Size-only Ridge,0,0
5005,2024-09-30,Size-only Ridge,0,0
5006,2024-09-30,Size-only Ridge,0,0
5015,2024-09-30,Size-only Ridge,0,0
5018,2024-09-30,Size-only Ridge,0,0
5019,2024-09-30,Size-only Ridge,0,0
5033,2024-09-30,Size-only Ridge,0,0
5058,2024-09-30,Size-only Ridge,0,0
5062,2024-09-30,Size-only Ridge,0,0
5072,2024-09-30,Size-only Ridge,0,0
5074,2024-09-30,Size-only Ridge,0,0
5076,2024-09-30,Size-only Ridge,1,1
5087,2024-09-30,Size-only Ridge,0,0
5093,2024-09-30,Size-only Ridge,0,0
5095,2024-09-30,Size-only Ridge,0,0
5097,2024-09-30,Size-only Ridge,0,0
5105,2024-09-30,Size-only Ridge,0,0
5107,2024-09-30,Size-only Ridge,0,0
5110,2024-09-30,Size-only Ridge,1,1
5113,2024-09-30,Size-only Ridge,0,0
5115,2024-09-30,Size-only Ridge,0,0
5116,2024-09-30,Size-only Ridge,0,0
5117,2024-09-30,Size-only Ridge,0,0
5123,2024-09-30,Size-only Ridge,0,0
5131,2024-09-30,Size-only Ridge,0,0
5136,2024-09-30,Size-only Ridge,0,0
5141,2024-09-30,Size-only Ridge,0,0
5142,2024-09-30,Size-only Ridge,1,0
5146,2024-09-30,Size-only Ridge,0,0
5150,2024-09-30,Size-only Ridge,0,0
5162,2024-09-30,Size-only Ridge,0,0
5170,2024-09-30,Size-only Ridge,0,0
5175,2024-09-30,Size-only Ridge,0,0
5180,2024-09-30,Size-only Ridge,0,0
5186,2024-09-30,Size-only Ridge,0,0
5193,2024-09-30,Size-only Ridge,0,0
5196,2024-09-30,Size-only Ridge,1,0
5197,2024-09-30,Size-only Ridge,0,0
5198,2024-09-30,Size-only Ridge,0,0
5214,2024-09-30,Size-only Ridge,0,0
5219,2024-09-30,Size-only Ridge,0,0
5221,2024-09-30,Size-only Ridge,0,0
5223,2024-09-30,Size-only Ridge,0,0
5229,2024-09-30,Size-only Ridge,0,0
5232,2024-09-30,Size-only Ridge,1,0
5247,2024-09-30,Size-only Ridge,0,0
5249,2024-09-30,Size-only Ridge,0,0
5252,2024-09-30,Size-only Ridge,0,0
5269,2024-09-30,Size-only Ridge,0,0
5270,2024-09-30,Size-only Ridge,0,0
5278,2024-09-30,Size-only Ridge,1,0
5280,2024-09-30,Size-only Ridge,0,0
5283,2024-09-30,Size-only Ridge,0,0
5285,2024-09-30,Size-only Ridge,0,0
5286,2024-09-30,Size-only Ridge,0,0
5295,2024-09-30,Size-only Ridge,0,0
5296,2024-09-30,Size-only Ridge,0,0
5297,2024-09-30,Size-only Ridge,0,0
5304,2024-09-30,Size-only Ridge,0,0
5306,2024-09-30,Size-only Ridge,0,0
5317,2024-09-30,Size-only Ridge,0,0
5335,2024-09-30,Size-only Ridge,0,0
5336,2024-09-30,Size-only Ridge,0,0
5337,2024-09-30,Size-only Ridge,0,0
5357,2024-09-30,Size-only Ridge,0,0
5364,2024-09-30,Size-only Ridge,0,0
5369,2024-09-30,Size-only Ridge,0,0
5377,2024-09-30,Size-only Ridge,0,0
5380,2024-09-30,Size-only Ridge,1,0
5384,2024-09-30,Size-only Ridge,0,0
5394,2024-09-30,Size-only Ridge,0,0
5396,2024-09-30,Size-only Ridge,0,0
5401,2024-09-30,Size-only Ridge,0,0
5405,2024-09-30,Size-only Ridge,0,0
5408,2024-09-30,Size-only Ridge,1,1
5410,2024-09-30,Size-only Ridge,0,0
5415,2024-09-30,Size-only Ridge,0,0
5422,2024-09-30,Size-only Ridge,0,0
5424,2024-09-30,Size-only Ridge,0,0
5425,2024-09-30,Size-only Ridge,1,0
5432,2024-09-30,Size-only Ridge,0,0
5434,2024-09-30,Size-only Ridge,0,0
5438,2024-09-30,Size-only Ridge,0,0
5439,2024-09-30,Size-only Ridge,0,0
5442,2024-09-30,Size-only Ridge,0,0
5452,2024-09-30,Size-only Ridge,0,0
5460,2024-09-30,Size-only Ridge,0,0
5469,2024-09-30,Size-only Ridge,0,0
5472,2024-09-30,Size-only Ridge,0,0
